Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
captopril PC3 DOWN	35/856	1.5092251922162557E-23	1.4473469593353893E-20	0	0	13.120702526423324	689.4648491361817	FKBP14;ABHD2;USP34;PLOD2;ZNF22;BRCC3;SMC3;TTF1;ZNF24;DCAF7;BICD2;UBE2J1;DCAF16;DSTYK;SPTLC2;RAD21;FAM120A;SPOP;UTP20;KPNA3;MYH10;ZKSCAN1;MED1;YIPF5;RECQL;M6PR;PRPF40A;SMAD5;OXR1;DYNC1LI2;ELF1;SERBP1;TFAM;PKP4;OSBPL1A
neostigmine bromide PC3 DOWN	29/650	2.080406141247216E-20	9.975547447280401E-18	0	0	13.241877427299421	600.1104801074069	FKBP14;ABHD2;USP34;ZNF22;BRCC3;SMC3;ZNF24;DCAF7;BICD2;UBE2J1;DCAF16;RAD21;FAM120A;SPOP;KPNA3;MYH10;ZKSCAN1;MED1;YIPF5;RECQL;M6PR;PRPF40A;SMAD5;OXR1;DYNC1LI2;ELF1;TFAM;PKP4;OSBPL1A
etifenin PC3 DOWN	28/609	4.854330679508174E-20	1.551767707216113E-17	0	0	13.495372795529946	600.1639332480183	FKBP14;ABHD2;USP34;ZNF22;BRCC3;SMC3;TTF1;ZNF24;DCAF7;BICD2;DCAF16;RAD21;FAM120A;SPOP;KPNA3;MYH10;ZKSCAN1;MED1;YIPF5;M6PR;PRPF40A;SMAD5;OXR1;DYNC1LI2;ELF1;TFAM;PKP4;OSBPL1A
hesperetin PC3 DOWN	12/237	1.7011441860346734E-9	4.0784931860181294E-7	0	0	12.346980392156862	249.30979299149377	DCAF16;ANP32A;RYK;RAD21;YIPF5;M6PR;TLK2;PLOD2;ZNF22;BRCC3;SMAD5;TSN
glibenclamide HL60 DOWN	25/1333	3.0189036049071653E-9	4.864951365063376E-7	0	0	4.936236408426775	96.84092271409577	HIP1;YWHAB;ZNF22;WDR61;SMC3;TTF1;ZNF24;BICD2;UBE2J1;PPP2R5E;RAD21;BUB3;BRD7;FBXO9;BRAP;RFC1;M6PR;PRPF40A;OXR1;TSN;ELF1;TFAM;YME1L1;PKP4;RAD1
fulvestrant MCF7 DOWN	11/197	3.0437651919061786E-9	4.864951365063376E-7	0	0	13.5588272068017	265.8909138196987	MED1;DYNC1LI2;ELF1;ABHD2;PRPF40A;SMC3;TTF1;ZNF24;KPNA3;DCAF7;ZKSCAN1
irinotecan MCF7 DOWN	24/1272	6.0009907343989284E-9	8.221357306126532E-7	0	0	4.914383561643835	93.0358722828523	RFC1;RYK;USP34;HDGFRP3;RSF1;SMC3;NLK;OXR1;UBE2J1;ELF1;RAD50;SPTLC2;NEMF;PPP2R5E;TLK2;SPOP;PKP4;UTP20;INTS7;BUB3;ZMYND11;BRD7;KPNA3;PTPN2
lobeline HL60 DOWN	26/1510	8.026323835057674E-9	9.621555697275386E-7	0	0	4.545138757070727	84.72383725090722	HIP1;USP34;ZNF22;SMC3;TTF1;ZNF24;BICD2;UBE2J1;PPP2R5E;RAD21;BUB3;KPNA3;ZKSCAN1;FBXO9;GALNT7;RYK;RECQL;M6PR;PRPF40A;OXR1;LSG1;SERBP1;TFAM;YME1L1;INTS7;RAD1
8-azaguanine HL60 DOWN	20/897	9.060816571506439E-9	9.654803435638527E-7	0	0	5.634912408002488	104.35467050087719	GALNT7;ANP32A;RYK;USP34;RECQL;ZNF22;WDR61;BRCC3;ERLIN2;SMC3;BICD2;DCAF16;RAD50;SERBP1;PKP4;INTS7;BUB3;OSBPL1A;KPNA3;APPL1
danazol HL60 DOWN	23/1233	1.6550211281851527E-8	1.5871652619295616E-6	0	0	4.801641724368997	86.03037600798206	BRAP;GALNT7;RYK;M6PR;PRPF40A;BRCC3;SMC3;TTF1;ZNF24;BICD2;UBE2J1;DCAF16;LSG1;ELF1;ZC3H7A;TFAM;PDSS2;PKP4;INTS7;RAD1;ZMYND11;KPNA3;FBXO9
Torcetrapib CTD 00004291	12/327	6.137625132464525E-8	5.3508931836668E-6	0	0	8.778935574229692	145.78513622304177	DCAF16;ELF1;ZC3H7A;RAD21;M6PR;THUMPD3;BRCC3;SMC3;DCAF7;BICD2;PTPN2;APPL1
alsterpaullone MCF7 DOWN	24/1469	9.411926689577421E-8	7.521698079420623E-6	0	0	4.199573399061478	67.9436510111417	BRAP;MED1;RFC1;YIPF5;ZNF22;RSF1;SMC3;TTF1;NLK;ZNF24;OXR1;BICD2;DSTYK;LSG1;ELF1;RAD50;SPTLC2;TLK2;TRIP11;INTS7;RAD1;BUB3;SEC22A;PTPN2
camptothecin MCF7 DOWN	23/1513	6.645698564951141E-7	4.902480710606265E-5	0	0	3.8409123888989662	54.6336211521057	BRAP;MED1;RFC1;RSF1;SMC3;TTF1;NLK;OXR1;DCAF7;BICD2;C12ORF4;DSTYK;ELF1;RAD50;SPTLC2;NEMF;TLK2;SPOP;TRIP11;INTS7;BUB3;SEC22A;PTPN2
azacyclonol HL60 DOWN	15/703	1.4184707382289759E-6	9.716524556868485E-5	0	0	5.108923000567215	68.7964056909079	ABHD2;M6PR;ZNF22;PRPF40A;SMC3;OXR1;BICD2;UBE2J1;DCAF16;ELF1;TFAM;PKP4;INTS7;KPNA3;PTPN2
chlorzoxazone HL60 DOWN	20/1286	2.9334491768425003E-6	1.811386496566684E-4	0	0	3.8236802691778995	48.7111310107614	BRAP;GALNT7;YIPF5;M6PR;ZNF22;PRPF40A;SMC3;TTF1;ZNF24;OXR1;BICD2;TSN;UBE2J1;LSG1;TFAM;PKP4;RAD1;BUB3;ZMYND11;FBXO9
cimetidine PC3 DOWN	17/953	3.022125541717095E-6	1.811386496566684E-4	0	0	4.306076388888889	54.728293824576696	BRAP;GALNT7;ABHD2;M6PR;HDGFRP3;PLOD2;SMC3;OXR1;DCAF7;BICD2;UBE2J1;LSG1;SERBP1;SPOP;UTP20;OSBPL1A;KPNA3
ethosuximide HL60 DOWN	8/194	4.689201745305055E-6	2.6452614551456167E-4	0	0	9.528573154524587	116.91795753643383	GALNT7;CBX3;RAD21;USP34;RECQL;YME1L1;BUB3;BICD2
trichostatin A PC3 DOWN	18/1133	7.473584522578365E-6	3.981759753973696E-4	0	0	3.839291593347335	45.31951941334064	MED1;ANP32A;USP34;HDGFRP3;RSF1;ZNF24;UBE2J1;ELF1;ZC3H7A;RAD21;TLK2;SPOP;PDSS2;UTP20;INTS7;BUB3;ZMYND11;PTPN2
acetaminophen CTD 00005295	39/4135	8.853562400994801E-6	4.4687191276600075E-4	0	0	2.5949328192349137	30.19124060609348	HIP1;ANP32A;NUFIP2;ABHD2;PLOD2;ZNF22;SMC3;NLK;TTL;BICD2;SRGAP2C;SPTLC2;PPP2R5E;FAM120A;BUB3;BRD7;FBXO9;BRAP;SMIM14;ANKIB1;RFC1;ELMOD2;M6PR;BTBD7;EIF2AK4;OXR1;TSN;ELF1;RAD50;GPAM;ACOX1;SERBP1;TRIP11;PKP4;GINM1;INTS7;NOL10;SEC22A;SEC22C
ETHYL METHANESULFONATE CTD 00005938	27/2315	9.65777415023686E-6	4.6309027050385747E-4	0	0	2.969561688311688	34.29174813325651	UNC119B;ANP32A;NUFIP2;ABHD2;PLOD2;RSF1;UBE2J1;SRGAP2C;BLOC1S6;ZC3H7A;UTP20;ZNF567;BUB3;KPNA3;FBXO9;BRAP;GALNT7;RFC1;CBX3;YIPF5;BTBD7;EIF2AK4;SMAD5;ACOX1;SERBP1;NOL10;SEC22A
cefepime HL60 DOWN	5/66	1.7101945455848547E-5	7.809888424837503E-4	0	0	17.678189593727726	194.04143650676335	DCAF16;PKP4;SMC3;BICD2;DCAF7
primaquine MCF7 DOWN	5/67	1.8410590573873277E-5	8.025343800156579E-4	0	0	17.3921809256662	189.61972190764362	DCAF16;USP34;PKP4;DCAF7;ZKSCAN1
carmustine PC3 UP	7/171	1.987640632398512E-5	8.287597245522492E-4	0	0	9.36131436314363	101.34537530967283	DCAF16;C8ORF44-SGK3;FKBP14;YIPF5;BRCC3;TTF1;ZKSCAN1
AH-23848 PC3 UP	6/116	2.14938694412255E-5	8.588591997556357E-4	0	0	11.863936063936064	127.51053347916574	DCAF16;C8ORF44-SGK3;FKBP14;YIPF5;TTF1;ZKSCAN1
irinotecan PC3 DOWN	16/999	2.336450781177428E-5	8.962625196596614E-4	0	0	3.801916531655426	40.5447497535181	RFC1;RYK;USP34;RSF1;SMC3;BICD2;C12ORF4;ELF1;SPTLC2;PPP2R5E;TLK2;SPOP;INTS7;BUB3;BRD7;KPNA3
METHYL METHANESULFONATE CTD 00006307	36/3864	3.210613195396338E-5	0.0011842223286096494	0	0	2.478287681792487	25.64151309041373	ANP32A;HIBADH;NUFIP2;FKBP14;ABHD2;USP34;PLOD2;ZNF22;TTF1;ZNF24;UBE2J1;SRGAP2C;DSTYK;ZC3H7A;FAM120A;UTP20;ZNF567;BRD7;KPNA3;APPL1;BRAP;GALNT7;RFC1;CBX3;YIPF5;RECQL;EIF2AK4;SMAD5;OXR1;C12ORF4;RAD50;NEMF;SERBP1;TRIP11;NOL10;SEC22A
ipratropium bromide HL60 DOWN	7/192	4.1745104244369966E-5	0.0014653794226467485	0	0	8.28984984984985	83.59425214322376	RAD21;USP34;YIPF5;SERBP1;RECQL;TSN;UBE2J1
VALPROIC ACID CTD 00006977	60/8312	4.2784800661218934E-5	0.0014653794226467485	0	0	2.2895678033826363	23.03151269551588	HIBADH;YWHAB;FKBP14;USP34;PLOD2;RSF1;DCAF7;BICD2;SRGAP2C;DSTYK;SPTLC2;PPP2R5E;TLK2;ZNF567;FBXO9;TMED8;HDGFRP3;PRPF40A;TSN;C12ORF4;DYNC1LI2;LSG1;ELF1;ACOX1;YME1L1;GINM1;ZNF830;ZMYND11;SEC22A;SEC22C;NUFIP2;ABHD2;ZNF22;WDR61;ZNF24;TTL;UBE2J1;DCAF16;RAD21;FAM120A;PDSS2;UTP20;BUB3;ZKSCAN1;GALNT7;ANKIB1;CBX3;YIPF5;M6PR;SMAD5;OXR1;RAD50;GPAM;SERBP1;C4ORF3;INTS7;RAD1;OSBPL1A;KIAA1715;PTPN2
hydrogen peroxide CTD 00006118	28/2673	4.626762326520471E-5	0.0015300224383217695	0	0	2.647730199172625	26.427175489299454	ANP32A;YWHAB;CIPC;NLK;ZNF24;DCAF7;DCAF16;RAD21;FAM120A;PDSS2;UTP20;ZNF567;FBXO9;APPL1;CBX3;ERLIN2;EIF2AK4;SMAD5;ELF1;RAD50;GPAM;NDUFAF7;YME1L1;TRIP11;RAD1;SEC22A;KIAA1715;PTPN2
flupentixol HL60 DOWN	4/46	7.256599061942692E-5	0.0023196928334676807	0	0	20.338965693804404	193.85097073231492	DCAF16;HIP1;SMC3;KPNA3
medrysone HL60 DOWN	13/760	7.635209268974304E-5	0.0023619889319181795	0	0	3.9687001976158602	37.623893488292204	BRAP;ANP32A;YIPF5;ZNF22;WDR61;BICD2;TSN;UBE2J1;TLK2;TFAM;PKP4;UTP20;OSBPL1A
camptothecin PC3 DOWN	19/1494	8.822166953597315E-5	0.0025654624664309352	0	0	3.043302911777488	28.411234988443457	BRAP;RFC1;RSF1;SMC3;TTF1;SMAD5;BICD2;C12ORF4;LSG1;ELF1;SPTLC2;TLK2;SPOP;TRIP11;INTS7;KPNA3;SEC22A;PTPN2;APPL1
clindamycin HL60 DOWN	20/1626	8.827973033599673E-5	0.0025654624664309352	0	0	2.9591952256958485	27.62408752427089	BRAP;RFC1;YWHAB;RECQL;M6PR;ZNF22;PRPF40A;ZNF24;TSN;UBE2J1;LSG1;ELF1;YME1L1;PKP4;INTS7;RAD1;BRD7;KPNA3;PTPN2;FBXO9
MS-275 PC3 DOWN	8/294	9.235569074437686E-5	0.0026049737477605124	0	0	6.165474974463739	57.27641927142204	BRAP;C12ORF4;RAD21;TLK2;UTP20;TTF1;DCAF7;UBE2J1
2-Methylcholine CTD 00002006	20/1666	1.2313629836442874E-4	0.003373934575185347	0	0	2.8809707910558457	25.93512912742644	HIBADH;YWHAB;FKBP14;ZNF22;BTBD7;ZCCHC17;DCAF7;RAD50;GPAM;RAD21;FAM120A;SPOP;TRIP11;PKP4;BUB3;ZNF830;OSBPL1A;BRD7;MYH10;SEC22C
COUMESTROL CTD 00005717	21/1812	1.326285859757689E-4	0.0035330781652989545	0	0	2.7943224896411882	24.947593610629106	SMIM14;GALNT7;TMED8;ANP32A;YWHAB;RYK;RECQL;PLOD2;BTBD7;RSF1;TSN;UBE2J1;BLOC1S6;PPP2R5E;RAD21;C4ORF3;TLK2;INTS7;RAD1;KPNA3;ZKSCAN1
amantadine HL60 DOWN	5/102	1.3891262131156121E-4	0.0036004649685888435	0	0	11.097041685342896	98.56021169128616	RAD21;USP34;YIPF5;BRCC3;KPNA3
Uranium acetate CTD 00000229	7/243	1.8195141854306972E-4	0.004487450052417742	0	0	6.481591337099812	55.81797925808963	DSTYK;YWHAB;SERBP1;M6PR;TFAM;KPNA3;APPL1
anisomycin MCF7 UP	12/718	1.8249275499926165E-4	0.004487450052417742	0	0	3.838760206632228	33.04711919070839	BRAP;C12ORF4;LSG1;ELF1;ZC3H7A;NEMF;TLK2;SPOP;TRIP11;INTS7;RSF1;ZNF24
dexverapamil MCF7 DOWN	8/326	1.877755466666756E-4	0.004501918731333548	0	0	5.536004522648576	47.50037593115212	SPTLC2;YWHAB;RAD21;SERBP1;PLOD2;PKP4;TSN;UBE2J1
URANIUM CTD 00006964	7/246	1.961607966575116E-4	0.0045263253566323455	0	0	6.399256159925616	54.62773555413869	DSTYK;YWHAB;SERBP1;M6PR;TFAM;KPNA3;APPL1
sulpiride PC3 DOWN	11/617	1.9823322729776698E-4	0.0045263253566323455	0	0	4.072971832066927	34.72642789787816	GALNT7;DSTYK;SPTLC2;ACOX1;YIPF5;HDGFRP3;PRPF40A;SMC3;SMAD5;OXR1;TSN
minoxidil PC3 DOWN	7/255	2.4425822004899185E-4	0.005447526349464725	0	0	6.164202508960574	51.26942668143818	MED1;ELF1;HDGFRP3;PKP4;INTS7;SEC22A;BICD2
metronidazole PC3 DOWN	12/745	2.560991265376301E-4	0.005581796871581529	0	0	3.6921595377578043	30.533959909795367	GALNT7;DYNC1LI2;YWHAB;YIPF5;M6PR;TFAM;YME1L1;ERLIN2;BUB3;KPNA3;MYH10;TSN
testosterone enanthate CTD 00000155	10/533	2.619386516396106E-4	0.005582203709386368	0	0	4.259247049515396	35.12771511994493	ELF1;RAD50;YWHAB;ABHD2;USP34;SERBP1;PLOD2;SMC3;NLK;SMAD5
piroxicam CTD 00006571	10/549	3.312097587561644E-4	0.006905003448851341	0	0	4.129400976691617	33.08789348220231	RAD50;ANP32A;SPTLC2;YWHAB;RECQL;TFAM;RAD1;BRCC3;SMC3;FBXO9
dihydroergocristine HL60 DOWN	6/192	3.467466841898363E-4	0.007075107875277724	0	0	6.989365473236441	55.68368804739616	HIP1;ANP32A;SERBP1;TFAM;OSBPL1A;UBE2J1
0175029-0000 PC3 DOWN	30/3326	3.5657134523662854E-4	0.007123998335040142	0	0	2.256058904506593	17.910797974037795	USP34;ZNF22;RSF1;SMC3;TTF1;NLK;ZNF24;BICD2;SPTLC2;PPP2R5E;TLK2;SPOP;BUB3;ZKSCAN1;BRAP;MED1;RFC1;SMAD5;C12ORF4;LSG1;ELF1;NEMF;C8ORF44-SGK3;NDUFAF7;TRIP11;PKP4;INTS7;RAD1;SEC22A;PTPN2
scriptaid MCF7 DOWN	11/670	4.002450510943663E-4	0.00783336742856117	0	0	3.735116631965275	29.221436848997573	DCAF16;ELF1;ANP32A;ZC3H7A;TLK2;SPOP;UTP20;BUB3;ZMYND11;DCAF7;UBE2J1
formaldehyde CTD 00006001	29/3192	4.1212513224031473E-4	0.007904560036369237	0	0	2.257071655725205	17.592030737944345	ANP32A;HIBADH;NUFIP2;ABHD2;USP34;THUMPD3;BRCC3;NLK;UBE2J1;SRGAP2C;ZC3H7A;PPP2R5E;FAM120A;TLK2;PDSS2;ZNF567;KPNA3;FBXO9;CBX3;YIPF5;BTBD7;EIF2AK4;SMAD5;TFAM;YME1L1;PKP4;INTS7;SEC22A;SEC22C
Copper sulfate CTD 00007279	45/6016	5.051786296314919E-4	0.009415670633276025	0	0	2.0191824588073124	15.326803280840608	UNC119B;HIP1;ANP32A;HIBADH;YWHAB;ABHD2;CIPC;PLOD2;ZNF22;WDR61;BRCC3;TTF1;TTL;DCAF7;BLOC1S6;PPP2R5E;TLK2;PDSS2;UTP20;BRD7;MYH10;ZKSCAN1;FBXO9;ANKIB1;CBX3;RYK;ELMOD2;YIPF5;RECQL;M6PR;BTBD7;EIF2AK4;SMAD5;OXR1;DYNC1LI2;LSG1;RAD50;GPAM;ACOX1;SERBP1;TFAM;YME1L1;PKP4;ZNF830;SEC22A
methapyrilene PC3 DOWN	4/76	5.105473127532359E-4	0.009415670633276025	0	0	11.846475507765831	89.79660711096655	MED1;ELF1;ANP32A;SMC3
latamoxef HL60 DOWN	18/1578	5.26546479715358E-4	0.009527510831076006	0	0	2.679113924050633	20.225089006448822	BRAP;USP34;RSF1;ERLIN2;TTF1;ZNF24;BICD2;TSN;UBE2J1;LSG1;ACOX1;TLK2;TFAM;YME1L1;PKP4;UTP20;BUB3;APPL1
trichostatin A MCF7 DOWN	10/588	5.665011391102051E-4	0.010005532719419723	0	0	3.843017937398083	28.73052302712805	ELF1;ZC3H7A;RAD21;TLK2;SPOP;UTP20;BUB3;ZNF24;ZMYND11;UBE2J1
thapsigargin PC3 UP	9/484	5.73831386410933E-4	0.010005532719419723	0	0	4.183062200956938	31.2189250604817	BRAP;C12ORF4;ELF1;C8ORF44-SGK3;FKBP14;YIPF5;TRIP11;INTS7;UBE2J1
vorinostat MCF7 DOWN	9/492	6.450920085498453E-4	0.011047200646416101	0	0	4.112083568605308	30.20784948598394	ELF1;ZC3H7A;TLK2;SPOP;UTP20;BUB3;ZNF24;ZMYND11;UBE2J1
meclofenoxate HL60 DOWN	11/713	6.719025190641809E-4	0.011304465189167534	0	0	3.498492678725237	25.557878930325433	ELF1;YIPF5;TLK2;TFAM;PKP4;ZNF22;RSF1;RAD1;BICD2;TSN;UBE2J1
midecamycin HL60 DOWN	6/238	0.001069073041424737	0.017676569771143496	0	0	5.590469874952634	38.24419936954841	CBX3;YWHAB;RAD21;M6PR;TFAM;BUB3
chlorhexidine PC3 DOWN	9/534	0.001148304032868585	0.018664806229169034	0	0	3.774935064935065	25.55430657538694	GALNT7;LSG1;YIPF5;PLOD2;UTP20;INTS7;ZNF24;TSN;UBE2J1
anisomycin HL60 UP	14/1142	0.0011933298609683657	0.018875178747741368	0	0	2.8075066222336154	18.89734862760891	BRAP;MED1;USP34;RSF1;ZNF24;DCAF7;C12ORF4;ELF1;ZC3H7A;NEMF;TLK2;YME1L1;TRIP11;ZKSCAN1
lanatoside C HL60 UP	8/432	0.0012006109526717659	0.018875178747741368	0	0	4.129531481874072	27.770788363151066	BRAP;MED1;DYNC1LI2;ZC3H7A;PDSS2;TRIP11;RSF1;ZNF24
anisomycin PC3 DOWN	9/558	0.0015555509538653293	0.02406086072188469	0	0	3.605439642324888	23.31250406771029	UNC119B;SPTLC2;PKP4;SMAD5;DCAF7;BICD2;TSN;FBXO9;APPL1
doxycycline HL60 DOWN	5/180	0.0018457913851672278	0.02809704664087891	0	0	6.126708074534162	38.56669091336446	TFAM;PKP4;ZMYND11;SMAD5;TSN
ciclosporin PC3 UP	3/52	0.00205744646520399	0.030355248617394255	0	0	12.931393834129397	79.9973477727004	FKBP14;C8ORF44-SGK3;UBE2J1
ethopropazine BOSS	3/52	0.00205744646520399	0.030355248617394255	0	0	12.931393834129397	79.9973477727004	TLK2;TFAM;PDSS2
scopolamine PC3 DOWN	7/368	0.002099357715542634	0.03050430377583918	0	0	4.210341643582641	25.96148794420324	BRAP;HDGFRP3;PKP4;INTS7;ERLIN2;ZMYND11;BICD2
PHA-00665752 MCF7 DOWN	6/280	0.0024334863776905072	0.03483154382395816	0	0	4.723429854816716	28.42763348347746	RYK;FAM120A;YIPF5;PRPF40A;BRCC3;SMAD5
zalcitabine PC3 DOWN	10/726	0.002735373323098341	0.03857680907134278	0	0	3.0801708084505233	18.17758907433123	BRAP;ABHD2;HDGFRP3;TFAM;RSF1;ERLIN2;ZNF24;ZMYND11;BICD2;UBE2J1
levonorgestrel HL60 DOWN	6/300	0.0034206162378295018	0.04754160829099264	0	0	4.397622785377887	24.969414384559567	ANP32A;TFAM;PKP4;BICD2;TSN;UBE2J1
GW-8510 MCF7 DOWN	14/1290	0.003675993107872879	0.04965962692615477	0	0	2.4623069078823128	13.803524964098738	BRAP;RFC1;ZNF22;RSF1;SMC3;TTF1;ZNF24;ELF1;RAD50;TLK2;TRIP11;SEC22A;ZKSCAN1;FBXO9
Oxazolone CTD 00006449	4/130	0.003705003608420222	0.04965962692615477	0	0	6.750981396142686	37.79247348786967	C12ORF4;SERBP1;ZNF567;FBXO9
alsterpaullone PC3 DOWN	13/1153	0.003728355723340087	0.04965962692615477	0	0	2.54719089390142	14.243351391087044	BRAP;ZNF22;RSF1;SMC3;TTF1;C12ORF4;DSTYK;ELF1;TLK2;TRIP11;INTS7;RAD1;SEC22A
STOCK1N-28457 MCF7 DOWN	4/132	0.0039123105847677355	0.051395970558798056	0	0	6.644825268817204	36.83643368168042	ANP32A;USP34;PRPF40A;BRCC3
pempidine PC3 DOWN	3/66	0.004056876290720975	0.052574923821640744	0	0	10.05065856129686	55.35241390188424	DCAF16;MYH10;SMAD5
0179445-0000 MCF7 DOWN	11/911	0.004602723134071865	0.05885348647433225	0	0	2.700684754521964	14.532674082893333	MED1;C12ORF4;RAD50;RFC1;C8ORF44-SGK3;TRIP11;UTP20;INTS7;RSF1;SMC3;NLK
chlortetracycline HL60 DOWN	12/1050	0.004788518020352421	0.060423536598920684	0	0	2.565793947636858	13.70527639279687	LSG1;YIPF5;M6PR;TFAM;INTS7;BRD7;KPNA3;DCAF7;BICD2;TSN;FBXO9;UBE2J1
sanguinarine HL60 DOWN	7/431	0.0050056255285604034	0.06198801644764909	0	0	3.573191823899371	18.92788633593256	HIP1;PLOD2;PKP4;INTS7;ERLIN2;UBE2J1;APPL1
pregnenolone PC3 DOWN	6/325	0.0050417781886513335	0.06198801644764909	0	0	4.047814254710806	21.412923013048253	BRAP;HDGFRP3;TFAM;INTS7;ERLIN2;BICD2
cefadroxil HL60 DOWN	4/144	0.005323022058559768	0.06461744498935212	0	0	6.0715821812596005	31.789068319101407	USP34;YIPF5;ZNF24;TSN
1,5-isoquinolinediol HL60 DOWN	3/74	0.005589049935839588	0.06620492061539006	0	0	8.914593946658675	46.23951709294446	MED1;ANP32A;UBE2J1
dirithromycin HL60 DOWN	8/556	0.005631360679190979	0.06620492061539006	0	0	3.1747724103994095	16.44342950039541	LSG1;HIP1;TLK2;ZNF22;WDR61;SMC3;TTF1;DCAF7
cephaeline PC3 DOWN	5/234	0.0056609004071553545	0.06620492061539006	0	0	4.669166508448832	24.159072090933428	UNC119B;SPTLC2;USP34;HDGFRP3;BICD2
VITAMIN E CTD 00006994	15/1510	0.005984386864032309	0.06843144038268706	0	0	2.2523860021208906	11.529066122762815	MED1;ABHD2;RECQL;PLOD2;PRPF40A;TTF1;SMAD5;BICD2;C12ORF4;ELF1;SERBP1;UTP20;OSBPL1A;KPNA3;ZKSCAN1
STOCK1N-35874 PC3 UP	2/24	0.005993994778045582	0.06843144038268706	0	0	19.02488038277512	97.35025929294417	ANP32A;DCAF7
tolnaftate PC3 DOWN	5/240	0.006287937181837877	0.07094272655744147	0	0	4.548566142460684	23.05723767491808	BRAP;HDGFRP3;TFAM;DCAF7;BICD2
mesalazine MCF7 DOWN	3/78	0.006468533144283884	0.071198836412806	0	0	8.437446808510638	42.531531760157	GALNT7;YWHAB;YME1L1
Ethidium CTD 00005931	2/25	0.006494745337153308	0.071198836412806	0	0	18.19679633867277	91.652929385015	RECQL;TFAM
digitoxigenin PC3 DOWN	9/694	0.00655179243711231	0.071198836412806	0	0	2.869309887193099	14.426937778501744	ANP32A;HDGFRP3;PKP4;INTS7;ERLIN2;MYH10;SEC22A;BICD2;APPL1
strophanthidin HL60 UP	6/344	0.006607608384504415	0.071198836412806	0	0	3.8165680473372783	19.15739120056776	BRAP;MED1;DYNC1LI2;ELF1;RSF1;ZNF24
atrazine CTD 00005450	24/2968	0.006975817763631707	0.07433121372580896	0	0	1.893872840976772	9.403657642772474	MED1;HIP1;YWHAB;RYK;WDR61;ERLIN2;OXR1;UBE2J1;C12ORF4;RAD50;GPAM;PPP2R5E;RAD21;FAM120A;SERBP1;TLK2;TFAM;PDSS2;TRIP11;PKP4;NOL10;MYH10;PTPN2;APPL1
harmine MCF7 DOWN	5/247	0.007079484019617049	0.07460687005288737	0	0	4.4154240028745955	21.858796074098425	SPTLC2;RFC1;TRIP11;INTS7;UBE2J1
sulfaguanidine PC3 DOWN	8/583	0.007419298589126491	0.07733812333665549	0	0	3.0214753297508548	14.81632021459071	ELF1;HDGFRP3;TFAM;PKP4;ERLIN2;ZMYND11;SMAD5;BICD2
raloxifene HL60 DOWN	4/160	0.007684317371433404	0.07923935870112511	0	0	5.444444444444445	26.506679207747748	TFAM;UTP20;ZNF24;TSN
trichostatin A ssMCF7 DOWN	4/161	0.007851355048431532	0.08010052650474297	0	0	5.409492500513664	26.220184186373128	RAD21;HDGFRP3;ZMYND11;UBE2J1
emetine HL60 UP	10/849	0.008103403745871577	0.08098112633272737	0	0	2.6117572917951035	12.57684173281402	BRAP;LSG1;ELF1;ZC3H7A;NEMF;TLK2;PDSS2;TRIP11;RSF1;ZNF24
chlorpromazine MCF7 DOWN	2/28	0.00810655696344299	0.08098112633272737	0	0	16.094736842105263	77.4974783570643	CBX3;BICD2
gabexate PC3 DOWN	4/166	0.008722418499180248	0.08487512913003864	0	0	5.241205363069162	24.853055399739215	HDGFRP3;TFAM;ZMYND11;BICD2
zuclopenthixol PC3 DOWN	5/260	0.00873014724653066	0.08487512913003864	0	0	4.187553282182439	19.853077225049518	HDGFRP3;TFAM;INTS7;ERLIN2;BICD2
cyclopenthiazide PC3 DOWN	5/261	0.008867240579268616	0.08487512913003864	0	0	4.170983355978261	19.70952982657971	TFAM;RSF1;ERLIN2;BICD2;UBE2J1
lycorine HL60 DOWN	10/862	0.008966626120398787	0.08487512913003864	0	0	2.5701527170686957	12.116331659359249	HIP1;ANP32A;C8ORF44-SGK3;PLOD2;PKP4;OSBPL1A;BICD2;FBXO9;UBE2J1;APPL1
lycorine HL60 UP	10/862	0.008966626120398787	0.08487512913003864	0	0	2.5701527170686957	12.116331659359249	BRAP;MED1;ELF1;ABHD2;TLK2;YME1L1;TRIP11;INTS7;RSF1;ZNF24
azacitidine MCF7 DOWN	7/482	0.009027385997146966	0.08487512913003864	0	0	3.1811929824561402	14.975441893745309	DCAF16;SPTLC2;C8ORF44-SGK3;YIPF5;ZNF22;ZKSCAN1;BICD2
methylergometrine HL60 DOWN	4/169	0.009274233679982298	0.08634941843789343	0	0	5.145128706419029	24.081853610315715	SERBP1;TFAM;UTP20;UBE2J1
captopril HL60 DOWN	4/170	0.00946311259420258	0.08726081709461803	0	0	5.113874854255733	23.83246673960305	RAD21;YIPF5;M6PR;SMC3
chlortetracycline PC3 DOWN	3/95	0.011094625635317983	0.10133091413590424	0	0	6.87245605920444	30.934948419659975	ANP32A;PLOD2;TSN
