Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
methylbenzethonium chloride MCF7 UP	1/31	0.13462686905744525	0.36454378900945505	0	0	7.201811594202899	14.441420169325145	EGR1
nifuroxazide MCF7 UP	1/31	0.13462686905744525	0.36454378900945505	0	0	7.201811594202899	14.441420169325145	EGR1
peptidoglycan CTD 00006490	1/31	0.13462686905744525	0.36454378900945505	0	0	7.201811594202899	14.441420169325145	RELA
levodopa CTD 00006206	1/31	0.13462686905744525	0.36454378900945505	0	0	7.201811594202899	14.441420169325145	COMT
GNF-Pf-78 TTD 00008278	1/31	0.13462686905744525	0.36454378900945505	0	0	7.201811594202899	14.441420169325145	S1PR4
ACROLEIN CTD 00005313	2/139	0.1366800684544854	0.3676717752538096	0	0	3.1715729525948504	6.3117865047316375	EGR1;RELA
sodium fluoride CTD 00006755	1/32	0.13865709486847644	0.3676717752538096	0	0	6.96914446002805	13.769296485777504	MAPKAPK2
CYTOCHALASIN B CTD 00005746	1/32	0.13865709486847644	0.3676717752538096	0	0	6.96914446002805	13.769296485777504	S1PR4
NAPROXEN CTD 00006380	1/32	0.13865709486847644	0.3676717752538096	0	0	6.96914446002805	13.769296485777504	RELA
lithocholic acid HL60 UP	1/32	0.13865709486847644	0.3676717752538096	0	0	6.96914446002805	13.769296485777504	EGR1
chloroquine CTD 00005645	1/32	0.13865709486847644	0.3676717752538096	0	0	6.96914446002805	13.769296485777504	RELA
carmustine CTD 00005595	4/429	0.13953760262526288	0.3676717752538096	0	0	2.060224719101124	4.057450158572124	CTF1;RAD23A;ATP6V0C;RELA
daunorubicin PC3 UP	2/141	0.13984635577495613	0.3676717752538096	0	0	3.1256225788599887	6.148758861967926	MEPCE;JUNB
ZINC CTD 00007011	11/1642	0.13990486034732955	0.3676717752538096	0	0	1.5031628059996112	2.95640956811162	KANK2;EGR1;ZFP36;FOSB;SLC39A13;DUSP8;JUNB;MEF2D;IER2;RELA;ZNF574
rosavin CTD 00004837	1/33	0.1426687520182198	0.3676717752538096	0	0	6.751019021739131	13.145785117221337	RAD23A
dobutamine CTD 00005866	1/33	0.1426687520182198	0.3676717752538096	0	0	6.751019021739131	13.145785117221337	COMT
kenpaullone CTD 00003686	1/33	0.1426687520182198	0.3676717752538096	0	0	6.751019021739131	13.145785117221337	PAK4
gemfibrozil CTD 00007055	1/33	0.1426687520182198	0.3676717752538096	0	0	6.751019021739131	13.145785117221337	RARG
Salmeterol CTD 00002421	1/33	0.1426687520182198	0.3676717752538096	0	0	6.751019021739131	13.145785117221337	RELA
Methyl 4-methoxycinnamate CTD 00002989	1/33	0.1426687520182198	0.3676717752538096	0	0	6.751019021739131	13.145785117221337	CTF1
daunorubicin MCF7 DOWN	9/1290	0.14512388888301425	0.3676717752538096	0	0	1.5578788892606223	3.0069671936164983	ZFP36;MEPCE;PCIF1;SEMA4C;SOX13;ZNF500;JUNB;IER2;PEX14
1,2-Benzisothiazol-3(2H)-one CTD 00000812	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	S1PR4
Benzyl butyl phthalate CTD 00001292	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	COMT
MANCOZEB CTD 00000687	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	RELA
POLY I-C CTD 00006579	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	RELA
diazepam CTD 00005789	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	RELA
chelerythrine CTD 00000834	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	RELA
fluticasone CTD 00002635	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	RELA
perphenazine MCF7 UP	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	EGR1
quercetin MCF7 UP	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	EGR1
BISPHENOL A DIGLYCIDYL ETHER CTD 00000976	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	RELA
SB 203580 TTD 00010833	1/34	0.1466619251080492	0.3676717752538096	0	0	6.546113306982872	12.56608387020979	MAPKAPK2
ellagic acid CTD 00005891	2/146	0.1478309759933722	0.3676717752538096	0	0	3.0163308913308913	5.766276667493564	IER2;RELA
Zinc sulfate CTD 00007264	3/287	0.14940616265930326	0.3676717752538096	0	0	2.303169014084507	4.378524113515972	ZFP36;RELA;NFKBIB
etoposide HL60 UP	2/147	0.1494391564709976	0.3676717752538096	0	0	2.9953770367563473	5.693810213938292	EGR1;JUNB
Vincristine sulfate	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	RELA
captopril PC3 UP	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	PRKCSH
Entinostat CTD 00003662	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	RELA
pyrantel HL60 DOWN	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	PRKCSH
resveratrol PC3 UP	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	JUNB
Fenbuconazole CTD 00004512	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	COMT
progesterone TTD 00010337	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	RARG
Adenosine diphosphate BOSS	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	DUSP8
Velcade(Bortezomib) TTD 00011778	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	RELA
isoliquiritigenin CTD 00001873	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	RELA
Go 6976 CTD 00002962	1/35	0.1506366983966586	0.3676717752538096	0	0	6.353260869565218	12.025987830355326	RELA
CHROMIUM CTD 00005668	2/148	0.15105093003485326	0.3676717752538096	0	0	2.9747102212855636	5.622613464935279	IER2;RELA
chlortetracycline HL60 UP	3/289	0.15159754817229015	0.3676717752538096	0	0	2.286829836829837	4.314163896527495	KANK2;ZNF205;NARFL
VANADIUM CTD 00006979	2/149	0.15266622954835057	0.3676717752538096	0	0	2.954324586977648	5.552656744559901	ATP6V0C;S1PR4
Allococaine CTD 00005697	3/290	0.15269715249198226	0.3676717752538096	0	0	2.278745644599303	4.28244376093051	FOSB;JUNB;MEF2D
hydrochloric acid CTD 00006115	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	DUSP8
6-Mercaptopurine CTD 00007042	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	RELA
R-406 MRC	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	PAK4
SYK Inhibitor I MRC	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	PAK4
benzethonium chloride HL60 DOWN	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	EGR1
palmitic acid CTD 00007272	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	RELA
Destruxin B CTD 00001859	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	RELA
fenbendazole MCF7 UP	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	EGR1
primaquine MCF7 UP	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	EGR1
sulconazole MCF7 UP	1/36	0.15459315573462507	0.3676717752538096	0	0	6.171428571428572	11.521800501573537	EGR1
GW-8510 PC3 DOWN	9/1312	0.15586849913197848	0.36916338378999214	0	0	1.5297664729744544	2.8434420830695077	SF3B4;RANBP3;MEPCE;SEMA4C;SOX13;ZNF500;RELA;PEX14;ZNF574
HC toxin MCF7 DOWN	2/151	0.15590714068898273	0.36916338378999214	0	0	2.9143742163876394	5.416349037768269	MEPCE;SEMA4C
progesterone	1/37	0.15853138057763183	0.3704809437412048	0	0	5.99969806763285	11.050260223410378	RARG
Kinome 1194 Roche	1/37	0.15853138057763183	0.3704809437412048	0	0	5.99969806763285	11.050260223410378	PAK4
EXEMESTANE CTD 00002383	1/37	0.15853138057763183	0.3704809437412048	0	0	5.99969806763285	11.050260223410378	RNF123
SODIUM CTD 00006750	1/37	0.15853138057763183	0.3704809437412048	0	0	5.99969806763285	11.050260223410378	EGR1
Romidepsin CTD 00003096	1/37	0.15853138057763183	0.3704809437412048	0	0	5.99969806763285	11.050260223410378	RELA
HELENALIN TTD 00008402	1/37	0.15853138057763183	0.3704809437412048	0	0	5.99969806763285	11.050260223410378	RELA
digoxigenin PC3 UP	3/296	0.15934824426505703	0.37158213142068613	0	0	2.2313993174061433	4.098329136376916	EGR1;ZFP36;JUNB
CADMIUM CTD 00005555	8/1142	0.16135539709347907	0.3739514246030015	0	0	1.5580869384790954	2.842177918495292	KANK2;EGR1;ZFP36;CTF1;FOSB;S1PR2;JUNB;RELA
pyrithyldione HL60 DOWN	2/155	0.16242838086351746	0.3739514246030015	0	0	2.8376068376068377	5.157401809348388	EGR1;EPS15L1
4-Aminobenzohydrazide CTD 00001642	1/38	0.16245145608335043	0.3739514246030015	0	0	5.8372502937720325	10.608478902982997	EGR1
362-05-0 CTD 00000041	1/38	0.16245145608335043	0.3739514246030015	0	0	5.8372502937720325	10.608478902982997	COMT
piperine CTD 00000442	1/38	0.16245145608335043	0.3739514246030015	0	0	5.8372502937720325	10.608478902982997	RELA
TTNPB CTD 00001809	1/38	0.16245145608335043	0.3739514246030015	0	0	5.8372502937720325	10.608478902982997	RARG
Vanadic sulfate CTD 00001628	2/157	0.16570768249128862	0.3780760567502444	0	0	2.800708968450904	5.034358368999304	RELA;NFKBIB
amiodarone CTD 00005381	5/625	0.16595187358925662	0.3780760567502444	0	0	1.7675036656891496	3.174538128071989	IGSF8;EGR1;ZFP36;FOSB;ZNF205
C2-ceramide CTD 00002618	1/39	0.16635346497010753	0.3780760567502444	0	0	5.683352402745996	10.193890746041289	RELA
ALDOSTERONE CTD 00005347	1/39	0.16635346497010753	0.3780760567502444	0	0	5.683352402745996	10.193890746041289	NR1D1
luteolin MCF7 UP	1/39	0.16635346497010753	0.3780760567502444	0	0	5.683352402745996	10.193890746041289	EGR1
Fasudil hydrochloride BOSS	1/39	0.16635346497010753	0.3780760567502444	0	0	5.683352402745996	10.193890746041289	RAB1B
Cyperquat CTD 00007079	2/159	0.16899876722673188	0.3820569963946924	0	0	2.7647511723944844	4.915351187427794	KDELR1;COMT
cilostazol CTD 00002032	1/40	0.17023748955633272	0.3820569963946924	0	0	5.5373467112597545	9.804209130582077	RELA
Pregna-4,17(20)-diene-3,16-dione CTD 00001094	1/40	0.17023748955633272	0.3820569963946924	0	0	5.5373467112597545	9.804209130582077	RELA
mebendazole MCF7 UP	1/40	0.17023748955633272	0.3820569963946924	0	0	5.5373467112597545	9.804209130582077	EGR1
trifluoperazine MCF7 UP	1/40	0.17023748955633272	0.3820569963946924	0	0	5.5373467112597545	9.804209130582077	EGR1
methyldopa CTD 00006311	1/40	0.17023748955633272	0.3820569963946924	0	0	5.5373467112597545	9.804209130582077	COMT
trichostatin A ssMCF7 DOWN	2/161	0.17230114175449054	0.38510572590139713	0	0	2.729697974980994	4.800205304881445	MEPCE;SEMA4C
1-butanol CTD 00007334	1/41	0.17410361189588744	0.38510572590139713	0	0	5.3986413043478265	9.43739016391218	RELA
RUTIN CTD 00006712	1/41	0.17410361189588744	0.38510572590139713	0	0	5.3986413043478265	9.43739016391218	RELA
Esculetin CTD 00000358	1/41	0.17410361189588744	0.38510572590139713	0	0	5.3986413043478265	9.43739016391218	COMT
CHLOROGENIC ACID CTD 00005640	1/41	0.17410361189588744	0.38510572590139713	0	0	5.3986413043478265	9.43739016391218	RAD23A
quinisocaine MCF7 UP	1/41	0.17410361189588744	0.38510572590139713	0	0	5.3986413043478265	9.43739016391218	EGR1
FLUORANTHENE CTD 00000365	1/41	0.17410361189588744	0.38510572590139713	0	0	5.3986413043478265	9.43739016391218	EGR1
BX-517 Analog (compound 7b) MRC	1/42	0.17795191354924317	0.38724353656970933	0	0	5.266702014846236	9.091601765451463	MAPKAPK2
BIO (6-Bromoindirubin-3'-oxime) MRC	1/42	0.17795191354924317	0.38724353656970933	0	0	5.266702014846236	9.091601765451463	PAK4
124020-07-1 CTD 00007038	1/42	0.17795191354924317	0.38724353656970933	0	0	5.266702014846236	9.091601765451463	RELA
Telmisartan CTD 00003021	1/42	0.17795191354924317	0.38724353656970933	0	0	5.266702014846236	9.091601765451463	RELA
rimexolone HL60 DOWN	1/42	0.17795191354924317	0.38724353656970933	0	0	5.266702014846236	9.091601765451463	EGR1
ACRYLAMIDE CTD 00007343	1/42	0.17795191354924317	0.38724353656970933	0	0	5.266702014846236	9.091601765451463	RELA
Retinoic acid TTD 00010557	1/42	0.17795191354924317	0.38724353656970933	0	0	5.266702014846236	9.091601765451463	RARG
Acteoside CTD 00002463	1/42	0.17795191354924317	0.38724353656970933	0	0	5.266702014846236	9.091601765451463	RELA
cinnamaldehyde CTD 00000671	2/165	0.17893782653682036	0.3886023505597614	0	0	2.6621721836445764	4.580844590596958	EGR1;RELA
gentamicin CTD 00006022	1/43	0.18178247581627227	0.38927522211651927	0	0	5.141045548654244	8.765197304329645	RELA
benzethonium chloride MCF7 UP	1/43	0.18178247581627227	0.38927522211651927	0	0	5.141045548654244	8.765197304329645	EGR1
Andrographolide CTD 00001445	1/43	0.18178247581627227	0.38927522211651927	0	0	5.141045548654244	8.765197304329645	RELA
monensin MCF7 UP	1/43	0.18178247581627227	0.38927522211651927	0	0	5.141045548654244	8.765197304329645	EGR1
Gadodiamide hydrate CTD 00002623	1/43	0.18178247581627227	0.38927522211651927	0	0	5.141045548654244	8.765197304329645	RELA
Cleland's reagent CTD 00005862	1/43	0.18178247581627227	0.38927522211651927	0	0	5.141045548654244	8.765197304329645	RELA
Cetrorelix CTD 00002564	1/43	0.18178247581627227	0.38927522211651927	0	0	5.141045548654244	8.765197304329645	RELA
Rhein CTD 00001002	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	RELA
dibutyl phthalate CTD 00005795	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	COMT
etynodiol HL60 DOWN	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	EGR1
hexetidine MCF7 UP	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	EGR1
STYRENE CTD 00001125	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	EGR1
securinine HL60 UP	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	EGR1
Acetovanillone CTD 00002374	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	RELA
.beta.-Adenosine BOSS	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	S1PR4
resveratrol TTD 00010551	1/44	0.185595379581594	0.38928299849391956	0	0	5.021233569261881	8.456693054763749	RELA
Coxistac CTD 00000539	2/169	0.1856139474621863	0.38928299849391956	0	0	2.597881160755412	4.375056106899465	BAG6;EMP3
azacitidine MCF7 DOWN	4/482	0.1865921252133471	0.38928299849391956	0	0	1.8268064500963754	3.0668978249850842	KANK2;RARG;CHST12;RELA
doxorubicin MCF7 DOWN	7/1006	0.1872587398073697	0.38928299849391956	0	0	1.5405638196335871	2.5808510807535576	ZFP36;MEPCE;SEMA4C;ZNF500;JUNB;IER2;PEX14
lanatoside C MCF7 DOWN	5/653	0.18774165879617244	0.38928299849391956	0	0	1.6886749438832773	2.824627017882506	KANK2;PPP6R1;SOX13;EPS15L1;ZNF500
22-Hydroxycholesterol CTD 00000121	1/45	0.189390705313786	0.38928299849391956	0	0	4.906867588932807	8.164748829380418	EGR1
Vinblastine sulfate	1/45	0.189390705313786	0.38928299849391956	0	0	4.906867588932807	8.164748829380418	RELA
Bromoacetate CTD 00000832	1/45	0.189390705313786	0.38928299849391956	0	0	4.906867588932807	8.164748829380418	EGR1
dieldrin CTD 00005808	1/45	0.189390705313786	0.38928299849391956	0	0	4.906867588932807	8.164748829380418	RARG
strophanthidin MCF7 UP	1/45	0.189390705313786	0.38928299849391956	0	0	4.906867588932807	8.164748829380418	EGR1
Bazedoxifene CTD 00004022	1/45	0.189390705313786	0.38928299849391956	0	0	4.906867588932807	8.164748829380418	EGR1
flurbiprofen CTD 00005993	1/45	0.189390705313786	0.38928299849391956	0	0	4.906867588932807	8.164748829380418	MAPKAPK2
okadaic acid BOSS	1/45	0.189390705313786	0.38928299849391956	0	0	4.906867588932807	8.164748829380418	COMT
MG-132 CTD 00002789	2/173	0.19232583755770416	0.39180410044130837	0	0	2.5365979050189575	4.18174468559078	JUNB;RELA
pomiferin CTD 00004186	1/46	0.1931685332408311	0.39180410044130837	0	0	4.797584541062802	7.888151282241151	RAD23A
2-[6-fluoro-2-methyl-3-[(4-methylsulfonylphenyl)methylidene]inden-1-yl]acetic acid CTD 00001194	1/46	0.1931685332408311	0.39180410044130837	0	0	4.797584541062802	7.888151282241151	RELA
Retinoic acid	1/46	0.1931685332408311	0.39180410044130837	0	0	4.797584541062802	7.888151282241151	RARG
catechol CTD 00001636	1/46	0.1931685332408311	0.39180410044130837	0	0	4.797584541062802	7.888151282241151	COMT
clomifene MCF7 UP	1/46	0.1931685332408311	0.39180410044130837	0	0	4.797584541062802	7.888151282241151	EGR1
Ferriheme chloride CTD 00006079	1/46	0.1931685332408311	0.39180410044130837	0	0	4.797584541062802	7.888151282241151	COMT
vorinostat MCF7 DOWN	4/492	0.19600576215131177	0.39349848748600824	0	0	1.7884509117701235	2.914479674837676	RARG;MEPCE;SEMA4C;PEX14
podophyllotoxin	1/47	0.19692894309856598	0.39349848748600824	0	0	4.6930529300567105	7.625799478663381	RELA
BW-B70C MCF7 UP	1/47	0.19692894309856598	0.39349848748600824	0	0	4.6930529300567105	7.625799478663381	EGR1
nifedipine HL60 DOWN	1/47	0.19692894309856598	0.39349848748600824	0	0	4.6930529300567105	7.625799478663381	EGR1
phenoxybenzamine MCF7 DOWN	1/47	0.19692894309856598	0.39349848748600824	0	0	4.6930529300567105	7.625799478663381	SEMA4C
AMILORIDE CTD 00005369	1/47	0.19692894309856598	0.39349848748600824	0	0	4.6930529300567105	7.625799478663381	RELA
prednisolone CTD 00006605	1/47	0.19692894309856598	0.39349848748600824	0	0	4.6930529300567105	7.625799478663381	NR1D1
latamoxef HL60 DOWN	10/1578	0.1971372266783007	0.39349848748600824	0	0	1.4091314236537988	2.2882254047507335	PPP4C;KDELR1;MAPKAPK2;MIIP;EPS15L1;C16ORF58;NR1D1;AAAS;FAM127A;PAK4
BUTHIONINE SULFOXIMINE CTD 00007280	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	RELA
RO-3306 LINCS	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	MAPKAPK2
GSK-690693 Kinome Scan	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	PAK4
Zebularine CTD 00000459	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	JUNB
syrosingopine MCF7 UP	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	EGR1
carboplatin CTD 00007106	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	RELA
thioguanosine PC3 UP	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	PCIF1
epinephrine CTD 00005907	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	COMT
Resveratrol-13C6 TTD 00010554	1/48	0.2006720143577491	0.39349848748600824	0	0	4.592969472710453	7.376692362449925	RELA
niclosamide HL60 UP	2/178	0.20076060706878163	0.39349848748600824	0	0	2.463911088911089	3.9561593512276403	ZFP36;JUNB
clindamycin HL60 UP	3/332	0.2009587624463428	0.39349848748600824	0	0	1.9835866261398176	3.182973296336823	LMNA;ZNF205;NARFL
estriol CTD 00005924	1/49	0.204397826110705	0.3954695329656878	0	0	4.49705615942029	7.139917855205284	RELA
clioquinol PC3 UP	1/49	0.204397826110705	0.3954695329656878	0	0	4.49705615942029	7.139917855205284	EGR1
etoposide HL60 DOWN	1/49	0.204397826110705	0.3954695329656878	0	0	4.49705615942029	7.139917855205284	CHST12
Osajin CTD 00004306	1/49	0.204397826110705	0.3954695329656878	0	0	4.49705615942029	7.139917855205284	RAD23A
D-Penicillamine CTD 00006475	1/49	0.204397826110705	0.3954695329656878	0	0	4.49705615942029	7.139917855205284	EGR1
catechol BOSS	1/49	0.204397826110705	0.3954695329656878	0	0	4.49705615942029	7.139917855205284	COMT
indomethacin CTD 00006147	3/335	0.20454052123620692	0.3954695329656878	0	0	1.9653614457831325	3.1190073399580243	EGR1;JUNB;RELA
1,9-Pyrazoloanthrone CTD 00003948	2/181	0.20584285088089577	0.3972730066372764	0	0	2.422248142918534	3.828707781615599	EGR1;RELA
quercetin CTD 00006679	18/3158	0.20772387943172574	0.39877797026195244	0	0	1.2815541401273884	2.0140207494783047	SF3B4;EGR1;RAB1B;EMP3;COMT;RELA;DRAP1;KLC4;ZFP36;PPP2R4;RRNAD1;LMNA;ATG2A;CAMTA2;C16ORF58;APBA3;JUNB;IER2
506-26-3 CTD 00007216	1/50	0.2081064570390282	0.39877797026195244	0	0	4.40505767524401	6.914643337844717	JUNB
mycophenolic acid CTD 00006358	1/50	0.2081064570390282	0.39877797026195244	0	0	4.40505767524401	6.914643337844717	RELA
cholesterol CTD 00005658	1/50	0.2081064570390282	0.39877797026195244	0	0	4.40505767524401	6.914643337844717	RELA
resveratrol CTD 00002483	10/1601	0.20931752439867451	0.4003849443568952	0	0	1.3870188484926507	2.169162833386582	EGR1;RANBP3;LMNA;LPPR2;COMT;DUSP8;JUNB;IER2;RELA;NFKBIB
Copper(II) chloride CTD 00001408	2/184	0.21093942031678137	0.4008500606550144	0	0	2.3819587006400194	3.70676671944699	EGR1;IER2
apigenin MCF7 UP	1/51	0.211797985536789	0.4008500606550144	0	0	4.316739130434782	6.700107313761446	EGR1
ZINC SULFIDE CTD 00001487	1/51	0.211797985536789	0.4008500606550144	0	0	4.316739130434782	6.700107313761446	RELA
clofibrate CTD 00005684	1/51	0.211797985536789	0.4008500606550144	0	0	4.316739130434782	6.700107313761446	RELA
parthenolide CTD 00000087	1/51	0.211797985536789	0.4008500606550144	0	0	4.316739130434782	6.700107313761446	RELA
1-butanol BOSS	1/51	0.211797985536789	0.4008500606550144	0	0	4.316739130434782	6.700107313761446	PRKCSH
genistein CTD 00007324	8/1231	0.21317159720427084	0.40274071528047656	0	0	1.4378529171276033	2.222428600958971	IGSF8;EGR1;KDELR1;LMNA;LPPR2;RAD23A;COMT;RELA
danazol HL60 DOWN	8/1233	0.21440675976799564	0.4041762520284009	0	0	1.4353517406962786	2.2102698999488855	KANK2;BAG6;ZFP36;KDELR1;ABHD17A;RAD23A;JUNB;BRD4
raloxifene CTD 00007367	5/686	0.214683385961132	0.4041762520284009	0	0	1.6040915765585368	2.4680407981704047	EGR1;ZFP36;MAPKAPK2;NR1D1;RELA
Melitten CTD 00006261	1/53	0.2191300468797104	0.4082578863010203	0	0	4.150292642140468	6.300517358841775	RELA
HELENALIN CTD 00000035	1/53	0.2191300468797104	0.4082578863010203	0	0	4.150292642140468	6.300517358841775	RELA
ellipticine MCF7 UP	1/53	0.2191300468797104	0.4082578863010203	0	0	4.150292642140468	6.300517358841775	EGR1
O-Phospho-L-tyrosine BOSS	1/53	0.2191300468797104	0.4082578863010203	0	0	4.150292642140468	6.300517358841775	DUSP8
Cyclohexanecarboxamide, 4-(1-aminoethyl)-N-4-pyridinyl-, trans- CTD 00003513	1/53	0.2191300468797104	0.4082578863010203	0	0	4.150292642140468	6.300517358841775	RELA
DL-Valine BOSS	1/53	0.2191300468797104	0.4082578863010203	0	0	4.150292642140468	6.300517358841775	COMT
actinomycin D CTD 00005748	2/190	0.2211701341473656	0.41006599287561746	0	0	2.3052373158756136	3.4781951653324206	EMP3;RELA
cadmium acetate CTD 00001325	1/54	0.2227707347342889	0.41006599287561746	0	0	4.071780147662018	6.1142344674930955	FOSB
ethaverine HL60 DOWN	1/54	0.2227707347342889	0.41006599287561746	0	0	4.071780147662018	6.1142344674930955	EGR1
geldanamycin HL60 DOWN	1/54	0.2227707347342889	0.41006599287561746	0	0	4.071780147662018	6.1142344674930955	CHST12
2,4-Dinitrofluorobenzene CTD 00005849	1/54	0.2227707347342889	0.41006599287561746	0	0	4.071780147662018	6.1142344674930955	FOSB
propofol MCF7 UP	1/54	0.2227707347342889	0.41006599287561746	0	0	4.071780147662018	6.1142344674930955	EGR1
Indole-3-carbinol CTD 00000845	1/54	0.2227707347342889	0.41006599287561746	0	0	4.071780147662018	6.1142344674930955	RELA
nicotinic acid CTD 00006387	1/55	0.22639463011491623	0.41319902779887085	0	0	3.9961755233494363	5.936221439088188	RELA
PHA-793887 LINCS	1/55	0.22639463011491623	0.41319902779887085	0	0	3.9961755233494363	5.936221439088188	PAK4
INDIRUBIN-3'-MONOXIME CTD 00004181	1/55	0.22639463011491623	0.41319902779887085	0	0	3.9961755233494363	5.936221439088188	RAD23A
sulfamonomethoxine HL60 DOWN	1/55	0.22639463011491623	0.41319902779887085	0	0	3.9961755233494363	5.936221439088188	ZNF500
gossypol TTD 00008290	1/55	0.22639463011491623	0.41319902779887085	0	0	3.9961755233494363	5.936221439088188	S1PR4
vorinostat PC3 DOWN	3/355	0.22877943636472647	0.41554948791823326	0	0	1.8517992424242424	2.731398141153463	MEPCE;SEMA4C;PEX14
5707885 MCF7 UP	1/56	0.23000180959195235	0.41554948791823326	0	0	3.923320158102767	5.765978491469503	EGR1
terfenadine CTD 00007125	1/56	0.23000180959195235	0.41554948791823326	0	0	3.923320158102767	5.765978491469503	S1PR4
CAPECITABINE CTD 00003557	1/56	0.23000180959195235	0.41554948791823326	0	0	3.923320158102767	5.765978491469503	JUNB
pentachlorophenol CTD 00006479	1/56	0.23000180959195235	0.41554948791823326	0	0	3.923320158102767	5.765978491469503	RAD23A
gossypol BOSS	1/56	0.23000180959195235	0.41554948791823326	0	0	3.923320158102767	5.765978491469503	S1PR4
curcumin CTD 00000663	4/528	0.23103711666516605	0.4167196315688817	0	0	1.6624924950681876	2.435845605456603	EGR1;JUNB;RELA;PAK4
apigenin HL60 UP	2/196	0.23144228261277397	0.41675117890909885	0	0	2.2332615837770478	3.268210287671706	EGR1;ZNF500
Paricalcitol CTD 00003033	1/57	0.23359234948410612	0.41782325406890863	0	0	3.8530667701863353	5.603044078441361	RELA
BX-795 MRC	1/57	0.23359234948410612	0.41782325406890863	0	0	3.8530667701863353	5.603044078441361	PAK4
105156-22-7 CTD 00005867	1/57	0.23359234948410612	0.41782325406890863	0	0	3.8530667701863353	5.603044078441361	RELA
taurine CTD 00006829	1/57	0.23359234948410612	0.41782325406890863	0	0	3.8530667701863353	5.603044078441361	PAK4
MG-262 PC3 DOWN	3/360	0.2349260932434448	0.41795704934831845	0	0	1.8253968253968254	2.644058663190027	KANK2;SOX13;IER2
helveticoside HL60 DOWN	4/534	0.23702807488722047	0.41795704934831845	0	0	1.6431630273478905	2.3654591845191355	KANK2;PPP6R1;CHST12;ZNF500
