gene,logFC,pval,abs_logFC
217886_at,-0.8823713280580403,1.1391653240969031e-05,0.8823713280580403
215659_at,0.4159049163890196,1.140410394362032e-05,0.4159049163890196
210266_s_at,-1.0124693253525479,1.1407564562730828e-05,1.0124693253525479
220411_x_at,0.4589601295003911,1.1409869153160842e-05,0.4589601295003911
211163_s_at,0.7441188775647065,1.1412518484750971e-05,0.7441188775647065
215203_at,1.1783370014564714,1.1430000084874108e-05,1.1783370014564714
235437_at,0.3642851298541183,1.1433661761618894e-05,0.3642851298541183
227454_at,-1.164805730994904,1.1434427102631937e-05,1.164805730994904
214991_s_at,0.2983498167349019,1.143641933930725e-05,0.2983498167349019
1554992_at,0.31535294019294113,1.144167753801516e-05,0.31535294019294113
201953_at,0.6837399258333345,1.1448650090001466e-05,0.6837399258333345
207458_at,0.19473135372352912,1.145204329787341e-05,0.19473135372352912
213133_s_at,-0.5653336902458808,1.1462226087617359e-05,0.5653336902458808
212268_at,-0.9692109146243117,1.1479847463036063e-05,0.9692109146243117
212498_at,-0.47137771273960816,1.1486018009930657e-05,0.47137771273960816
214535_s_at,0.5161714288784323,1.148873331922417e-05,0.5161714288784323
201601_x_at,0.6033953325490184,1.1492232689985506e-05,0.6033953325490184
239415_at,-0.6465897591199994,1.1493019248121634e-05,0.6465897591199994
205706_s_at,-0.8049489878952936,1.1504108814826446e-05,0.8049489878952936
206419_at,0.6113202000509799,1.1507437701050057e-05,0.6113202000509799
1563549_a_at,0.2674944797839216,1.1519825598059394e-05,0.2674944797839216
209660_at,0.22525895977725519,1.1524803599364249e-05,0.22525895977725519
201335_s_at,-0.5878254476466673,1.1529463532583064e-05,0.5878254476466673
223441_at,-0.6144662966701961,1.1533544424575286e-05,0.6144662966701961
226215_s_at,-0.5043396964066655,1.1543807006325293e-05,0.5043396964066655
203664_s_at,-0.4092708099290183,1.1544661223254393e-05,0.4092708099290183
211596_s_at,-0.7156991895968652,1.1572413577958029e-05,0.7156991895968652
203637_s_at,-1.0267741257160798,1.1576962151455905e-05,1.0267741257160798
238455_at,-1.4222178091462738,1.1578705956266011e-05,1.4222178091462738
219924_s_at,-0.606376981670981,1.1591740280866268e-05,0.606376981670981
204516_at,-0.8009983950631359,1.1611476626178586e-05,0.8009983950631359
228391_at,-0.9958010383737257,1.1624507435912053e-05,0.9958010383737257
203764_at,-2.2524953281921576,1.1630475800644991e-05,2.2524953281921576
1569041_at,1.260402631034511,1.1631348137532189e-05,1.260402631034511
215758_x_at,-0.9523746026650972,1.1654229268582947e-05,0.9523746026650972
227944_at,-0.8856621333866652,1.1662305873613714e-05,0.8856621333866652
200933_x_at,-0.20434084283137466,1.1663120021037318e-05,0.20434084283137466
233955_x_at,0.6118055498439237,1.1670656406884058e-05,0.6118055498439237
213526_s_at,1.0358228011435315,1.1678422576452897e-05,1.0358228011435315
225923_at,-0.4770564056290221,1.1683448436007897e-05,0.4770564056290221
227326_at,0.6583983933729414,1.169331343708832e-05,0.6583983933729414
218691_s_at,1.0686629989729415,1.1697493562858098e-05,1.0686629989729415
217125_at,-0.33524251160196084,1.1699439985119476e-05,0.33524251160196084
226462_at,-1.4085563997403927,1.1716277425362667e-05,1.4085563997403927
231997_at,-0.4476129671360791,1.1741275383030935e-05,0.4476129671360791
244461_at,-0.6688582060847055,1.1771163721089352e-05,0.6688582060847055
218957_s_at,-0.6644595668235276,1.1777993732063558e-05,0.6644595668235276
216788_at,0.3627363752741175,1.1790937403813624e-05,0.3627363752741175
228512_at,-1.3321328393286276,1.1795757097574901e-05,1.3321328393286276
202307_s_at,0.981290964119216,1.1813111485255972e-05,0.981290964119216
222944_s_at,0.36995514765607806,1.1829418273680877e-05,0.36995514765607806
203011_at,-0.7711020777090187,1.1830295706410515e-05,0.7711020777090187
221373_x_at,0.23801827331176506,1.1839317976946909e-05,0.23801827331176506
74694_s_at,1.0921705106596047,1.1861454102140243e-05,1.0921705106596047
207782_s_at,-0.9553924390117645,1.1875089816584102e-05,0.9553924390117645
214523_at,0.33699879647686126,1.1894178857662022e-05,0.33699879647686126
214853_s_at,0.4213180046807832,1.1906253922723448e-05,0.4213180046807832
217861_s_at,0.8744623010878447,1.1912839946911642e-05,0.8744623010878447
210756_s_at,-1.0816349809898025,1.1927198986941905e-05,1.0816349809898025
91826_at,0.7844656530756868,1.1934333346174765e-05,0.7844656530756868
1564295_at,0.30022648542392183,1.1934451371797965e-05,0.30022648542392183
64438_at,0.713237303099608,1.1938962476869905e-05,0.713237303099608
235702_at,-0.5219570386717653,1.1943003803337681e-05,0.5219570386717653
228558_at,0.779768280321961,1.1946281071717467e-05,0.779768280321961
236217_at,-0.5033338926980386,1.1954351901379289e-05,0.5033338926980386
212698_s_at,-0.6499823473784314,1.1957418703537403e-05,0.6499823473784314
204285_s_at,-1.8810514447380413,1.1979585321353923e-05,1.8810514447380413
227330_x_at,1.1999243743752928,1.2013824232604853e-05,1.1999243743752928
238046_x_at,0.31424814336784346,1.2015711263039635e-05,0.31424814336784346
1570242_x_at,0.49046337000156814,1.2048169532921652e-05,0.49046337000156814
244749_at,-0.7979495402811763,1.206791703710734e-05,0.7979495402811763
215956_at,0.6330432154490202,1.2081446205150441e-05,0.6330432154490202
201949_x_at,0.35423541201921616,1.2083253588400093e-05,0.35423541201921616
241738_at,-0.40095038961529417,1.2084210379300545e-05,0.40095038961529417
227517_s_at,-0.9934717431019617,1.2086578123881442e-05,0.9934717431019617
1565601_at,0.21977827102039305,1.2093938438484496e-05,0.21977827102039305
227416_s_at,-1.1368871769356872,1.2099626814013058e-05,1.1368871769356872
209173_at,-1.0174065434133333,1.209965197780015e-05,1.0174065434133333
204279_at,1.0936658192623527,1.2123828036323172e-05,1.0936658192623527
1569602_at,0.3564696796631366,1.2135406192828416e-05,0.3564696796631366
240900_at,0.20183340054509857,1.2140806572513544e-05,0.20183340054509857
231845_at,0.5576862379043135,1.214230372137161e-05,0.5576862379043135
1556049_at,-1.6311733104348995,1.215349186981925e-05,1.6311733104348995
203380_x_at,-0.7336599248631384,1.2154994603290995e-05,0.7336599248631384
227294_at,0.6786006042239228,1.2163137494655627e-05,0.6786006042239228
203052_at,1.0387255095890193,1.217707645854135e-05,1.0387255095890193
219306_at,-2.005386560917255,1.2177876183801703e-05,2.005386560917255
238987_at,1.1332388136807845,1.2192661214856449e-05,1.1332388136807845
53076_at,0.7677812324980406,1.2209563194209127e-05,0.7677812324980406
207971_s_at,0.4443229436494107,1.222798019787804e-05,0.4443229436494107
211237_s_at,0.42851804875803934,1.223328813065831e-05,0.42851804875803934
221146_at,0.22942997966901935,1.2244925405341183e-05,0.22942997966901935
228835_at,-0.6556223970988242,1.2276394486388047e-05,0.6556223970988242
227306_at,-1.1225691708843142,1.228113785061367e-05,1.1225691708843142
209170_s_at,-0.8610496622258843,1.2283180566343747e-05,0.8610496622258843
221728_x_at,-1.0326458713478406,1.2293616672492085e-05,1.0326458713478406
234999_at,0.18099148552078415,1.2296373321772137e-05,0.18099148552078415
227862_at,1.5173772572086266,1.2299546447424848e-05,1.5173772572086266
221760_at,-0.7160225325372558,1.2317148545660819e-05,0.7160225325372558
241378_at,0.2685134373764706,1.2331718699748104e-05,0.2685134373764706
240459_at,-0.9514884819431368,1.233777075702008e-05,0.9514884819431368
224557_x_at,0.17547333099372553,1.2349588032257549e-05,0.17547333099372553
213442_x_at,0.19954993662509857,1.2366097327453774e-05,0.19954993662509857
31861_at,0.19214396384627452,1.240882623373725e-05,0.19214396384627452
215845_x_at,0.2994039960874515,1.2415200952480087e-05,0.2994039960874515
204978_at,0.5644147797101962,1.2427529685926429e-05,0.5644147797101962
205639_at,0.5140053928960793,1.242927981706613e-05,0.5140053928960793
59625_at,0.665458819181568,1.2435002359561677e-05,0.665458819181568
223758_s_at,-0.935288472046274,1.2446883682078254e-05,0.935288472046274
220647_s_at,0.5358741537905871,1.249010690365358e-05,0.5358741537905871
1563772_a_at,0.2587951599647065,1.2501443705704407e-05,0.2587951599647065
238903_at,-0.7641994785764696,1.2527054833958414e-05,0.7641994785764696
231730_at,-0.7082563044760786,1.253716197568266e-05,0.7082563044760786
1554697_at,-1.6783204944494106,1.2546753343275174e-05,1.6783204944494106
225911_at,-0.7013755798788237,1.2571980947306023e-05,0.7013755798788237
230592_at,-0.723080182429019,1.2577605377432733e-05,0.723080182429019
201963_at,-1.013862219438824,1.2596554748178534e-05,1.013862219438824
203860_at,-1.0534690727866671,1.2600820859043066e-05,1.0534690727866671
233974_s_at,1.1071912313470564,1.2608550167602787e-05,1.1071912313470564
223104_at,0.5492014920137276,1.263839543933378e-05,0.5492014920137276
201805_at,-0.3946068326552954,1.264251769351129e-05,0.3946068326552954
241370_at,-0.8997392373909792,1.2669631004577008e-05,0.8997392373909792
224184_s_at,0.511864860543529,1.2694188458908427e-05,0.511864860543529
217493_x_at,0.44496811730941177,1.2695792816233189e-05,0.44496811730941177
1569057_s_at,-0.587653015521961,1.2699359894004157e-05,0.587653015521961
225401_at,0.9327979837082356,1.2704856896053396e-05,0.9327979837082356
235343_at,-1.4840120283149023,1.2713214326254352e-05,1.4840120283149023
202309_at,-0.748152970460783,1.2713694829685696e-05,0.748152970460783
227010_at,0.4626267409701956,1.271944857036248e-05,0.4626267409701956
218881_s_at,1.2175997024545104,1.2762887187293671e-05,1.2175997024545104
226970_at,-0.9442223543176471,1.279112273821288e-05,0.9442223543176471
202283_at,0.8456157327411749,1.279739398193609e-05,0.8456157327411749
210226_at,0.25333087163882473,1.279825059703236e-05,0.25333087163882473
64488_at,-0.25539361572862607,1.2806364861010558e-05,0.25539361572862607
228890_at,1.5616094421698055,1.2807180485822325e-05,1.5616094421698055
227872_at,-0.35593775942549044,1.2819386640440022e-05,0.35593775942549044
221918_at,-0.6776125595607834,1.2828659956617163e-05,0.6776125595607834
240065_at,-1.736263902626666,1.2845362005607872e-05,1.736263902626666
221023_s_at,0.5522182250611753,1.2855579466237226e-05,0.5522182250611753
