gene,logFC,pval,abs_logFC
210304_at,0.2999714425811759,0.00011151515221200193,0.2999714425811759
1569478_s_at,0.41219858408549026,0.00011157330386638111,0.41219858408549026
213977_s_at,0.5099464896352934,0.00011158298889670796,0.5099464896352934
228253_at,0.6231286454407856,0.00011160543198229847,0.6231286454407856
1554933_at,0.36496795332745124,0.00011160939370945034,0.36496795332745124
208944_at,-0.7760647884552974,0.00011162462435537143,0.7760647884552974
1565809_x_at,0.13126256314196105,0.00011163940515033333,0.13126256314196105
236373_at,-1.9564885202623534,0.00011176319744067945,1.9564885202623534
229516_at,-0.31740993688431374,0.00011183597131719839,0.31740993688431374
202450_s_at,-0.9114403572400018,0.0001119810113599342,0.9114403572400018
201305_x_at,-0.3292220676313722,0.00011205749611545452,0.3292220676313722
214002_at,0.7538606443360774,0.000112147806456584,0.7538606443360774
1556613_s_at,-0.8284409388866663,0.00011219401414339295,0.8284409388866663
1561616_a_at,0.20187239750196095,0.00011225867570312863,0.20187239750196095
223742_at,0.998618285193726,0.00011230446624971637,0.998618285193726
244769_at,0.3022911072654906,0.0001123462382609335,0.3022911072654906
203463_s_at,-0.4171992678670602,0.00011263477815340209,0.4171992678670602
221493_at,-0.4415574117490202,0.00011282460703059734,0.4415574117490202
205334_at,1.3374426757482354,0.00011286878311084163,1.3374426757482354
229656_s_at,-0.21164624258745146,0.0001129736460709435,0.21164624258745146
1566959_at,1.2740395321870581,0.00011301602931694034,1.2740395321870581
221557_s_at,0.2662552251639223,0.0001130453501833417,0.2662552251639223
201021_s_at,-0.5396688967984336,0.0001130729371595244,0.5396688967984336
226895_at,0.5822503861168613,0.00011321250218845263,0.5822503861168613
229044_at,0.8142074816478431,0.00011329805865843874,0.8142074816478431
243567_at,0.3565405290815682,0.000113332702403508,0.3565405290815682
227550_at,0.2128114434878423,0.00011333803668406344,0.2128114434878423
1552910_at,0.35065999432705874,0.0001133645438694622,0.35065999432705874
1558117_s_at,-0.7947254487101958,0.00011336874336870068,0.7947254487101958
242407_at,0.9416029542537245,0.00011360542224307977,0.9416029542537245
210952_at,0.21977337156235288,0.00011377684244120018,0.21977337156235288
230335_at,0.22431500889333345,0.00011379910661998656,0.22431500889333345
210061_at,-1.0751279145929424,0.0001139540738429979,1.0751279145929424
217962_at,0.41597080909411766,0.00011403588572604915,0.41597080909411766
210328_at,0.5766022126968626,0.00011411893491004814,0.5766022126968626
227432_s_at,1.1412931395909798,0.00011428412923751451,1.1412931395909798
219415_at,0.1349083730799996,0.00011441003624250322,0.1349083730799996
213904_at,-1.3694263796133344,0.00011463457306723459,1.3694263796133344
37586_at,0.27616992624705894,0.00011477719706901912,0.27616992624705894
226966_at,0.43796385185058817,0.00011483725845547155,0.43796385185058817
224775_at,-0.8891374806086283,0.00011496177982587038,0.8891374806086283
225533_at,0.6240588183290185,0.00011514674970560868,0.6240588183290185
230054_at,0.44709223613843063,0.0001152415639617661,0.44709223613843063
223919_at,0.30161774944274455,0.00011524851093392293,0.30161774944274455
202194_at,-0.7437227136074505,0.00011534697551781994,0.7437227136074505
205199_at,0.27730833551607814,0.00011554873981630828,0.27730833551607814
222508_s_at,-1.127037102570196,0.00011556679276627767,1.127037102570196
244009_at,0.23490380565333346,0.00011559309318029763,0.23490380565333346
1559063_at,1.0131752107098038,0.00011559632622135764,1.0131752107098038
214804_at,-1.1091173851713725,0.00011563004692353373,1.1091173851713725
1553532_a_at,0.04848687765176418,0.00011563236498913738,0.04848687765176418
214239_x_at,0.60236813822549,0.00011566071034675117,0.60236813822549
226499_at,0.6129728457019601,0.00011566365934377541,0.6129728457019601
204824_at,1.1747041076474485,0.00011597086935705739,1.1747041076474485
203841_x_at,0.39392925509333354,0.00011598855465259175,0.39392925509333354
225625_at,0.5820261687909802,0.00011599447647880188,0.5820261687909802
1566142_at,0.7579173493349023,0.00011601582161505222,0.7579173493349023
225428_s_at,0.9317980278035298,0.00011620220411956852,0.9317980278035298
213276_at,0.20860752741647115,0.00011627970305743458,0.20860752741647115
214327_x_at,-0.15685858191372226,0.00011633661301007244,0.15685858191372226
212085_at,0.42469662063529334,0.00011635457170642312,0.42469662063529334
239142_at,-0.5185298545086283,0.00011647424517507262,0.5185298545086283
223349_s_at,0.765419453672548,0.00011649773303187407,0.765419453672548
230121_at,0.673960852687058,0.00011663035511983581,0.673960852687058
1556114_a_at,0.3198684974564707,0.00011668177467371549,0.3198684974564707
232975_at,-1.0658386924792147,0.00011677460050441672,1.0658386924792147
222626_at,-0.6490152479109796,0.00011695749498032096,0.6490152479109796
213217_at,-0.7687428158850986,0.00011701877407994052,0.7687428158850986
208660_at,0.515932113843137,0.00011708033521276015,0.515932113843137
212408_at,-0.4783997197396097,0.00011713841880700888,0.4783997197396097
223512_at,-0.5291432906729403,0.00011761155906254353,0.5291432906729403
238259_at,0.20093487028627344,0.00011765549098393009,0.20093487028627344
240267_at,0.17261889912627515,0.0001177266256798184,0.17261889912627515
226192_at,-1.0810525847415686,0.00011783837472939338,1.0810525847415686
204970_s_at,1.0744248655619604,0.00011785661463174729,1.0744248655619604
215799_at,0.20977594486117646,0.00011788003617581407,0.20977594486117646
231855_at,-1.119257868035687,0.00011794272009105019,1.119257868035687
204670_x_at,0.9615635213376486,0.00011795618151875799,0.9615635213376486
215739_s_at,-0.8585138970380393,0.00011797099441556591,0.8585138970380393
233065_at,-0.337322670163136,0.00011801211139657169,0.337322670163136
223274_at,-1.0281836384364702,0.00011803562786486874,1.0281836384364702
227331_at,-0.5227891921800003,0.00011804412533665566,0.5227891921800003
241021_at,0.5681240712058822,0.00011804489876064907,0.5681240712058822
202904_s_at,-0.9568633263588247,0.00011818489819953815,0.9568633263588247
1555247_a_at,-1.2462583468078425,0.00011821460252483663,1.2462583468078425
207265_s_at,-0.7133676478203927,0.00011826947951479869,0.7133676478203927
242066_at,0.2946316179172559,0.00011840610538229654,0.2946316179172559
231080_at,0.22621582550862795,0.00011841151335069658,0.22621582550862795
212868_x_at,0.14535426214156866,0.00011846019943726564,0.14535426214156866
1557984_s_at,-0.5448396128039215,0.00011846677902368638,0.5448396128039215
230736_at,-0.7279895076129406,0.00011847459132455806,0.7279895076129406
1558967_s_at,0.0765437936403921,0.00011851116960086526,0.0765437936403921
230467_at,0.3762780007333335,0.0001185523641890088,0.3762780007333335
228398_at,-0.6273285574352943,0.00011880747065523222,0.6273285574352943
231844_at,-0.26371164252862656,0.00011883532509961466,0.26371164252862656
218012_at,0.5463870916803932,0.00011891420577851067,0.5463870916803932
218639_s_at,0.37215233726274466,0.00011911865476590551,0.37215233726274466
236462_at,1.3575161537933331,0.00011929871877948855,1.3575161537933331
1553655_at,-1.4126243142921573,0.00011941919739192194,1.4126243142921573
215089_s_at,0.2902834025752945,0.00011945079687098949,0.2902834025752945
239043_at,-0.8179085587490196,0.00011981804942067229,0.8179085587490196
234750_at,0.119561736133726,0.00011987279694040701,0.119561736133726
1555448_at,-0.2299634683905878,0.00011993532325511774,0.2299634683905878
235366_at,-0.5587703071050982,0.0001199942535542893,0.5587703071050982
229253_at,-1.0714008785164681,0.00012011274915779827,1.0714008785164681
226409_at,-0.3298448689901976,0.00012029921109767,0.3298448689901976
228930_at,-0.7171210638898033,0.00012032957612437408,0.7171210638898033
1564463_at,0.1245137584380398,0.00012038874122481349,0.1245137584380398
236080_at,0.26017887087450964,0.00012056552788215428,0.26017887087450964
216791_at,0.6507803359760773,0.00012061508290507268,0.6507803359760773
1565320_at,0.21495346796980463,0.00012063071802440087,0.21495346796980463
241298_x_at,0.3834623289058827,0.00012074546897183536,0.3834623289058827
220267_at,0.10306982707882328,0.00012081327040133812,0.10306982707882328
234801_s_at,0.25524417127999977,0.00012097112378795474,0.25524417127999977
236570_at,0.09263955515921518,0.00012109565151778772,0.09263955515921518
210058_at,0.6414307312615692,0.00012115013587475064,0.6414307312615692
232145_at,0.8328112751082335,0.00012118763260814228,0.8328112751082335
211457_at,0.3337900852443134,0.00012119183003879597,0.3337900852443134
1552644_a_at,-0.3575099319474506,0.00012120552805218793,0.3575099319474506
224456_s_at,0.47156660705098075,0.00012122642516291795,0.47156660705098075
234439_at,0.13106510727803888,0.00012140790116873433,0.13106510727803888
202587_s_at,0.760761621531767,0.00012141821079496827,0.760761621531767
209482_at,1.124460436174509,0.00012144619423814155,1.124460436174509
224062_x_at,0.39052255859058826,0.0001215196805246229,0.39052255859058826
227412_at,-0.6563445061176463,0.0001215458325167732,0.6563445061176463
203190_at,0.8775768029545095,0.00012157730573020488,0.8775768029545095
222856_at,0.36386092000666714,0.00012171751874374825,0.36386092000666714
242851_at,0.7157379805541177,0.00012228756725084903,0.7157379805541177
218751_s_at,-0.6262264507823527,0.00012234043828934104,0.6262264507823527
204043_at,0.9894203102098027,0.00012239884010758153,0.9894203102098027
1558698_at,0.5099738142764707,0.00012240017957284156,0.5099738142764707
1557512_at,0.7551102218058818,0.00012240932309706985,0.7551102218058818
1554356_at,0.3467887378917651,0.0001224221261962999,0.3467887378917651
218282_at,0.5247501676309803,0.0001226855270705681,0.5247501676309803
242242_at,0.14050461553490212,0.00012269956165135388,0.14050461553490212
232881_at,0.2940090251972549,0.00012270399911239326,0.2940090251972549
230726_at,0.22331762348823547,0.0001227303595268702,0.22331762348823547
1553613_s_at,0.9152316777850968,0.00012274245784613458,0.9152316777850968
231416_at,0.1705099515070594,0.000122881901719105,0.1705099515070594
243007_at,-0.47948324441882395,0.00012304202119604375,0.47948324441882395
238496_at,-0.6210501299290181,0.00012307446621511508,0.6210501299290181
242596_at,0.08552274903804014,0.00012311582291309932,0.08552274903804014
226460_at,-0.6824773949384317,0.00012314682590448164,0.6824773949384317
202248_at,0.17195601483999967,0.00012315248609704336,0.17195601483999967
213653_at,-0.79752971090549,0.00012335206380404096,0.79752971090549
212139_at,-0.3145857585945109,0.00012336149804836755,0.3145857585945109
217383_at,-1.2551577225549035,0.00012337530122336199,1.2551577225549035
204378_at,-1.0503742747623521,0.00012338473012747975,1.0503742747623521
244730_x_at,0.3650265303505891,0.00012360259972284604,0.3650265303505891
219589_s_at,0.13497221894431366,0.00012368501713609542,0.13497221894431366
1568593_a_at,0.43679150163450986,0.0001238511889950054,0.43679150163450986
244580_at,0.2480705129870593,0.00012389421940743557,0.2480705129870593
207015_s_at,-1.0624099403611753,0.00012391707290920073,1.0624099403611753
205580_s_at,-0.7385624277705887,0.00012392489217921617,0.7385624277705887
201740_at,-0.3244194526556843,0.00012407915828107304,0.3244194526556843
219559_at,0.45993560779176246,0.00012423227854898368,0.45993560779176246
226835_s_at,-0.3600572363058827,0.00012441415840848828,0.3600572363058827
222265_at,0.26154855494353013,0.0001244261825988681,0.26154855494353013
37793_r_at,0.5185032356345092,0.0001245516103014528,0.5185032356345092
207839_s_at,0.7922213743317634,0.0001245716095533661,0.7922213743317634
230842_at,0.15982811600627445,0.00012463116564314917,0.15982811600627445
242006_at,-0.5516066628764706,0.00012472399518584102,0.5516066628764706
211799_x_at,0.5784995200078473,0.00012472862908591517,0.5784995200078473
239405_at,0.3147951365388235,0.00012477015619143705,0.3147951365388235
237510_at,0.49786689182274513,0.00012478167080119874,0.49786689182274513
218026_at,0.5293557080251006,0.0001247830700677857,0.5293557080251006
204132_s_at,-0.4685863638239187,0.00012497040521331447,0.4685863638239187
213275_x_at,0.5252269563647065,0.00012502505112604222,0.5252269563647065
1569374_at,0.12094052746313766,0.00012511224205091935,0.12094052746313766
201690_s_at,-0.6798950207478427,0.000125212722239659,0.6798950207478427
216889_s_at,0.08343020228156783,0.0001253541592634962,0.08343020228156783
212266_s_at,-0.8018461112674533,0.00012548384668922534,0.8018461112674533
210008_s_at,0.8239368446074504,0.00012557239478939186,0.8239368446074504
217599_s_at,-1.167560791956077,0.0001256086095177505,1.167560791956077
231110_at,-0.42128564578941186,0.00012564190338720265,0.42128564578941186
235227_at,-0.647444650288235,0.0001256632636371884,0.647444650288235
239945_at,0.8353073122760786,0.0001257791966478219,0.8353073122760786
234331_s_at,-1.0586677635149027,0.00012583129764763876,1.0586677635149027
226196_s_at,-0.38579022632862525,0.00012584414720481473,0.38579022632862525
241637_at,0.1311470804850985,0.00012586527186000612,0.1311470804850985
242746_at,0.13180523104117725,0.0001259963477009189,0.13180523104117725
239297_at,-1.3262584270419602,0.00012600233429988495,1.3262584270419602
233167_at,0.8581287120447083,0.00012603355602385785,0.8581287120447083
1555746_at,0.19017354519254948,0.00012629452447435264,0.19017354519254948
1568600_at,-0.4874488726415689,0.0001263108880081922,0.4874488726415689
204130_at,1.2509334634148992,0.00012631181218038432,1.2509334634148992
217379_at,0.18896948755686616,0.00012641322836799834,0.18896948755686616
1552680_a_at,-0.6787672642329405,0.00012649092984215113,0.6787672642329405
230177_at,-0.6277644502549027,0.0001266772721633908,0.6277644502549027
235316_at,0.49749612355490047,0.0001266986158634843,0.49749612355490047
222958_s_at,-1.647350309827452,0.0001268473256084357,1.647350309827452
201250_s_at,0.7501071912517645,0.00012684834217368236,0.7501071912517645
218938_at,1.0273212148764692,0.00012685660538134817,1.0273212148764692
207658_s_at,0.15076576262431418,0.00012706961896457927,0.15076576262431418
203506_s_at,0.4863839605486282,0.00012717091219216253,0.4863839605486282
1569048_s_at,0.15804600117450995,0.000127211551083142,0.15804600117450995
228006_at,-0.44046416215960704,0.00012729022878465903,0.44046416215960704
210510_s_at,-0.7984026790176468,0.0001272939007087259,0.7984026790176468
229605_at,0.21173947573882446,0.000127294704625948,0.21173947573882446
235315_at,-0.988064460364706,0.00012730715371255853,0.988064460364706
222309_at,-0.7951023560105877,0.00012747114390463432,0.7951023560105877
208858_s_at,0.39485760777254875,0.0001275884620536243,0.39485760777254875
234733_s_at,-0.5284344788058819,0.00012759007386474152,0.5284344788058819
223847_s_at,-0.5239556606219598,0.00012777316648066844,0.5239556606219598
235093_at,-0.5489576278490222,0.00012796151474019492,0.5489576278490222
239063_at,0.25513814382274447,0.0001279742025030228,0.25513814382274447
1405_i_at,1.2044425025270602,0.00012806023170484115,1.2044425025270602
204105_s_at,-1.4130072298909795,0.00012820539090015022,1.4130072298909795
229016_s_at,0.2113888858356865,0.00012836226232430234,0.2113888858356865
1555016_at,0.0993762331109802,0.00012841064505595787,0.0993762331109802
222711_s_at,0.19130473518274504,0.00012854763102545678,0.19130473518274504
224548_at,0.19488410266627465,0.00012861319355318658,0.19488410266627465
1554539_a_at,0.9346806064847057,0.00012906848297276647,0.9346806064847057
213602_s_at,0.4961453714498032,0.00012907980898819164,0.4961453714498032
214270_s_at,0.3871452757964704,0.00012913901318860942,0.3871452757964704
228193_s_at,0.7129359545423526,0.00012923598103854226,0.7129359545423526
234128_at,0.2268454332352956,0.00012928218862873932,0.2268454332352956
230489_at,0.18869848161999947,0.00012932109417286065,0.18869848161999947
201415_at,0.45834769201450953,0.00012952900295477155,0.45834769201450953
217909_s_at,0.4357977770486263,0.00012955880450473103,0.4357977770486263
228989_at,0.44268201214274416,0.00012958856367894194,0.44268201214274416
236141_at,-1.0393868160360782,0.0001296155431412256,1.0393868160360782
214036_at,-0.5428810233705867,0.000129719169517786,0.5428810233705867
1557046_x_at,0.557743984119607,0.00012972185316104196,0.557743984119607
201792_at,0.7808747951501989,0.00012987378037808292,0.7808747951501989
204361_s_at,-0.7713532924764706,0.00012987994377820658,0.7713532924764706
239597_at,1.3504461899231384,0.00012993285153658753,1.3504461899231384
230147_at,-1.5468613676992158,0.00012993359284044619,1.5468613676992158
207129_at,0.08781314974705845,0.00013001612184559107,0.08781314974705845
228463_at,0.4843501711105884,0.00013009550402792676,0.4843501711105884
226158_at,-0.5072548477576468,0.00013012417584726754,0.5072548477576468
242447_at,-1.047507970821961,0.00013020955635689225,1.047507970821961
221967_at,0.15266689348470575,0.00013024748686899564,0.15266689348470575
223921_s_at,-0.5444959693403915,0.00013029882547100204,0.5444959693403915
238867_at,-0.624907105213726,0.00013030934450209442,0.624907105213726
210672_s_at,0.8003786736811742,0.00013050358285359345,0.8003786736811742
1554017_at,0.28550687430705946,0.0001305051781863583,0.28550687430705946
202825_at,-0.3708130515615675,0.00013060823950360246,0.3708130515615675
200965_s_at,-0.7154672299545126,0.00013077922476790424,0.7154672299545126
214908_s_at,-0.5431321035949024,0.00013082974492576132,0.5431321035949024
213334_x_at,0.6181153241890192,0.00013089964145728068,0.6181153241890192
218669_at,-0.6372924130678452,0.00013126650939692294,0.6372924130678452
200763_s_at,0.19554784525098157,0.00013127728166869885,0.19554784525098157
242154_x_at,0.18462731922901998,0.00013135617675180574,0.18462731922901998
208040_s_at,0.14066458130784332,0.00013140941921801008,0.14066458130784332
220564_at,0.3091843141027453,0.00013181103975919603,0.3091843141027453
233888_s_at,0.6258978957078432,0.00013192903886387607,0.6258978957078432
1559397_s_at,1.268609787209412,0.00013195864132233757,1.268609787209412
219412_at,-0.7921446328298041,0.00013197614409183193,0.7921446328298041
219484_at,-0.5637228845780378,0.00013200069736844525,0.5637228845780378
209118_s_at,-0.3510337439568616,0.00013221301867192395,0.3510337439568616
1565881_at,0.26201730179176463,0.00013223377756016116,0.26201730179176463
204374_s_at,0.7151595973443134,0.00013225465648485674,0.7151595973443134
209897_s_at,-0.7164052695372547,0.00013231922901725104,0.7164052695372547
219526_at,0.4102363687878423,0.00013244221600155218,0.4102363687878423
201270_x_at,0.3991204814850988,0.00013248987671462303,0.3991204814850988
218939_at,0.416173074035294,0.0001325135886400828,0.416173074035294
237232_at,0.4847987973215675,0.00013252845049413375,0.4847987973215675
244409_at,0.17610560072588344,0.0001325846629194641,0.17610560072588344
234411_x_at,0.615180551901569,0.00013277489424268134,0.615180551901569
233390_at,0.11932377981450992,0.0001328768283014884,0.11932377981450992
222753_s_at,-0.49051856936549054,0.0001330511960546817,0.49051856936549054
211373_s_at,0.44292803530039304,0.00013317160530761362,0.44292803530039304
204794_at,1.5076842344427455,0.0001332448950827022,1.5076842344427455
211459_at,0.25057830233333256,0.00013326887057042207,0.25057830233333256
224444_s_at,-0.5140764380623519,0.0001333395412655087,0.5140764380623519
209499_x_at,0.9266968736435306,0.00013337234759207243,0.9266968736435306
222736_s_at,-0.6132210726007838,0.00013345455101412417,0.6132210726007838
232300_at,0.14822751195882367,0.0001335365540654515,0.14822751195882367
231224_x_at,0.13629812841254907,0.00013372738484516538,0.13629812841254907
223941_at,0.2269754875631369,0.00013374250057160422,0.2269754875631369
226879_at,0.4414970058188228,0.0001338344353572545,0.4414970058188228
221929_at,0.0843283867650979,0.00013388348879253767,0.0843283867650979
214205_x_at,-0.48933624619490246,0.0001340075213084144,0.48933624619490246
227036_at,-0.5022468924874506,0.00013402348796462833,0.5022468924874506
230508_at,-0.8903223434988239,0.00013403419941549085,0.8903223434988239
224839_s_at,1.0113126412933342,0.0001341652863460275,1.0113126412933342
217124_at,0.237177120314902,0.00013428430203903227,0.237177120314902
218726_at,-1.4114430061600007,0.00013450580006212846,1.4114430061600007
1557480_a_at,0.17927633593215742,0.0001349160317783174,0.17927633593215742
207121_s_at,-0.7170239317313722,0.00013509086048339735,0.7170239317313722
222336_at,0.7168112702086278,0.00013512130092513579,0.7168112702086278
200683_s_at,0.3912788272223544,0.0001351401041084495,0.3912788272223544
224364_s_at,-0.6395416870184345,0.00013518744657769598,0.6395416870184345
1568377_x_at,0.9653427895878437,0.00013528536925431388,0.9653427895878437
233596_at,0.673974983845099,0.0001353106362132686,0.673974983845099
203832_at,-0.5601351569874513,0.0001353757796516682,0.5601351569874513
221142_s_at,-0.7105675306407844,0.0001355230736650901,0.7105675306407844
207473_at,0.2311342325098038,0.00013552845121437364,0.2311342325098038
202037_s_at,-1.766689514782744,0.0001357490267217351,1.766689514782744
208107_s_at,-1.2038701065560784,0.0001359045301989187,1.2038701065560784
203163_at,0.8883519434635287,0.00013596968173089835,0.8883519434635287
201976_s_at,-0.7574683412894103,0.00013627602617643286,0.7574683412894103
220053_at,0.18490260920431245,0.00013637962163246735,0.18490260920431245
235705_at,0.9753416720454879,0.00013654700857038617,0.9753416720454879
240328_at,0.2303468941662743,0.00013668029832829558,0.2303468941662743
200051_at,0.35637694984039126,0.00013680972790032522,0.35637694984039126
205281_s_at,-0.7591387794180386,0.00013682870488261443,0.7591387794180386
221009_s_at,0.9753131519745084,0.00013684224198305228,0.9753131519745084
207244_x_at,0.1599059627592152,0.0001368725564614634,0.1599059627592152
219122_s_at,-0.46143592190941174,0.00013691327406761277,0.46143592190941174
202509_s_at,0.3528374634831368,0.0001369388855034336,0.3528374634831368
203726_s_at,-1.3320035615019608,0.00013694391398903273,1.3320035615019608
230111_at,0.37681801379999946,0.00013699438812138479,0.37681801379999946
234748_x_at,0.22964897801921547,0.00013707681146794097,0.22964897801921547
240464_at,0.16092306013333335,0.00013708011183029018,0.16092306013333335
1559980_at,0.18880771264862872,0.0001371687174591514,0.18880771264862872
236591_at,-0.5594052137560785,0.00013732195662191692,0.5594052137560785
243217_at,-1.4858443100090195,0.0001373626617515447,1.4858443100090195
238911_at,0.34422761306313765,0.00013738450443516936,0.34422761306313765
232382_s_at,-0.8919925536039193,0.00013743476633739496,0.8919925536039193
243883_at,0.18569463727607838,0.00013752328130968376,0.18569463727607838
211623_s_at,0.4278990821725479,0.000137648776168536,0.4278990821725479
221767_x_at,-0.2594655807372561,0.00013765539312235952,0.2594655807372561
236873_at,0.15687927375725508,0.00013778605252345147,0.15687927375725508
234953_x_at,-0.3031277629745093,0.0001378602239033053,0.3031277629745093
202732_at,0.6773895954560754,0.00013810235743087258,0.6773895954560754
1555704_at,0.16031790607999863,0.00013880251946166622,0.16031790607999863
219888_at,1.207396728673726,0.00013897764089048338,1.207396728673726
91682_at,0.2001314231533331,0.00013900476294865247,0.2001314231533331
213902_at,-0.49118678478470557,0.00013912199919047924,0.49118678478470557
233423_at,0.3445285014145103,0.00013914270998293088,0.3445285014145103
204712_at,-2.3905816693949014,0.0001392857690803294,2.3905816693949014
214521_at,0.1780258819925491,0.0001393164224175513,0.1780258819925491
214745_at,-0.9944019918839206,0.00013943130070065332,0.9944019918839206
206913_at,0.11404620202941196,0.0001394489617834615,0.11404620202941196
228721_at,-0.8928813032866678,0.00013953233708165387,0.8928813032866678
229081_at,-0.5636123508494117,0.00013957807619520941,0.5636123508494117
243063_at,0.5813206541643132,0.0001396568513671329,0.5813206541643132
1566242_at,0.2585882324545099,0.00013982206314477967,0.2585882324545099
218904_s_at,-0.6955530539972559,0.0001399339494493632,0.6955530539972559
242793_at,0.469044507133332,0.0001399430474360778,0.469044507133332
206042_x_at,-0.44689548699764625,0.00014000055168838507,0.44689548699764625
203559_s_at,1.7919489854603916,0.0001400620696619831,1.7919489854603916
242104_at,0.19744127425686253,0.0001401390589472604,0.19744127425686253
206968_s_at,-0.442587266115293,0.00014017090723970137,0.442587266115293
226720_at,-0.8740910051011754,0.000140172744198543,0.8740910051011754
1557244_a_at,0.4253086454494124,0.00014070025309603,0.4253086454494124
202271_at,-0.576835298970197,0.00014084839984501802,0.576835298970197
222557_at,0.7519593837211751,0.00014092819246218125,0.7519593837211751
215111_s_at,-0.4528215390784336,0.00014131664047155104,0.4528215390784336
225261_x_at,-0.25652624889333,0.0001414113020886937,0.25652624889333
226418_at,-0.42633335944509865,0.0001414540896878902,0.42633335944509865
241671_x_at,0.5036611468800012,0.00014147878606497738,0.5036611468800012
212495_at,0.43348056581372685,0.00014180169924878785,0.43348056581372685
239112_at,0.15247058930156898,0.00014193908285215295,0.15247058930156898
212282_at,-0.9740807105674509,0.00014196942997628294,0.9740807105674509
241922_at,-0.7637436756113734,0.00014201672285025477,0.7637436756113734
216363_at,0.1922497434501964,0.0001420321047088049,0.1922497434501964
1553239_at,0.18383190987019704,0.00014211061258439072,0.18383190987019704
227669_at,-0.9566666338988252,0.00014238224450087845,0.9566666338988252
1562848_at,-0.6042074762698033,0.00014250281950081684,0.6042074762698033
209519_at,-0.48665627579882376,0.00014273486677667593,0.48665627579882376
209408_at,-1.4796439470894125,0.0001427553341650792,1.4796439470894125
210882_s_at,-0.8669710550980376,0.00014281004529401748,0.8669710550980376
236536_at,0.610424467768627,0.00014283960973335752,0.610424467768627
239977_at,0.18676237006627439,0.0001428431102274659,0.18676237006627439
213589_s_at,0.652665958355688,0.0001428882786185524,0.652665958355688
235128_at,0.1806626731392158,0.00014299362970720858,0.1806626731392158
241268_x_at,0.5201095850262751,0.00014306381403714444,0.5201095850262751
232877_at,0.34946210952470613,0.00014313004359469415,0.34946210952470613
202942_at,0.7310260977792158,0.00014324130595122955,0.7310260977792158
242895_x_at,0.3155191130901951,0.00014325979274424822,0.3155191130901951
231273_x_at,0.24012049559647064,0.00014343142472885703,0.24012049559647064
1553389_at,0.18071466019725424,0.00014362431776347118,0.18071466019725424
238200_at,0.13845967744431364,0.00014374628231280236,0.13845967744431364
233361_at,0.09598850750980414,0.00014379575108815684,0.09598850750980414
213386_at,-0.5772934297113723,0.00014398705584585785,0.5772934297113723
209672_s_at,-0.6053618479243132,0.00014407340711318405,0.6053618479243132
201868_s_at,-1.1409430435529413,0.0001441486304686604,1.1409430435529413
210765_at,0.1334121037615681,0.00014415810219641607,0.1334121037615681
210264_at,0.16151530432941152,0.00014424736944168307,0.16151530432941152
209979_at,0.2593614521588239,0.00014431701765854683,0.2593614521588239
200974_at,0.7698746713647058,0.0001443379022911051,0.7698746713647058
225398_at,-0.3705148511098013,0.0001443718056856582,0.3705148511098013
1552256_a_at,0.8390905691368635,0.00014448651993175857,0.8390905691368635
209823_x_at,1.2939469273235291,0.00014449211207610772,1.2939469273235291
228072_at,0.21537790009686253,0.0001445111633677926,0.21537790009686253
211029_x_at,1.2336414416298025,0.00014474773895380586,1.2336414416298025
223039_at,0.47471739956000114,0.00014479525895353738,0.47471739956000114
238547_at,0.908529074193333,0.00014486379668520615,0.908529074193333
1565939_at,-0.22476452215451026,0.00014487971827008308,0.22476452215451026
1557394_at,0.8682329680278427,0.0001448950019613587,0.8682329680278427
1552816_at,-0.6901835599690198,0.00014496090370419166,0.6901835599690198
233695_s_at,0.2802782909662751,0.00014514341457752363,0.2802782909662751
204690_at,-0.4145278036282374,0.00014526519737156836,0.4145278036282374
221207_s_at,-0.8874615740835283,0.00014528793461590978,0.8874615740835283
210967_x_at,0.09962400920431369,0.00014538063414590746,0.09962400920431369
201267_s_at,-0.4976244350235266,0.00014549425398224905,0.4976244350235266
231295_at,0.13513566921333275,0.00014564848142011082,0.13513566921333275
237318_at,0.3305620279505881,0.00014567543419811247,0.3305620279505881
204474_at,0.4927367352839216,0.00014597162005655162,0.4927367352839216
200874_s_at,-0.5116216125447055,0.0001460938636853382,0.5116216125447055
214438_at,0.9527546769701969,0.00014627346951877877,0.9527546769701969
1562307_at,0.40403953546745086,0.00014645797227004468,0.40403953546745086
229100_s_at,0.692233222101569,0.00014659605400958064,0.692233222101569
207670_at,0.14631168377960746,0.00014672710606068091,0.14631168377960746
226488_at,0.6332740099635314,0.0001467868727933167,0.6332740099635314
241382_at,0.21023863437568657,0.00014683511732327265,0.21023863437568657
200911_s_at,-0.47465888701450965,0.00014691092311524276,0.47465888701450965
221025_x_at,-0.31678338051921573,0.00014706947382392063,0.31678338051921573
223392_s_at,-0.45210996542980375,0.0001472697361366773,0.45210996542980375
219004_s_at,-1.3254469843729408,0.00014736046801026728,1.3254469843729408
207005_s_at,0.23963717238470528,0.0001474345430117367,0.23963717238470528
225511_at,-0.5382389017501943,0.00014762025939420701,0.5382389017501943
238490_at,-0.7001459431301957,0.00014772275678802144,0.7001459431301957
241120_s_at,-1.3412436727019608,0.00014816023224077107,1.3412436727019608
221273_s_at,0.2965933035999999,0.0001483110558343715,0.2965933035999999
230211_at,-0.5377224803078446,0.00014846630583348447,0.5377224803078446
235148_at,1.0436564786015685,0.0001484996550127715,1.0436564786015685
