sig_id,drug,pert_id,similarity_scores
CPC016_NEU_24H:BRD-K35708212-331-03-1:10,ouabain,BRD-K35708212-331-03-1,0.18
CVD001_HEPG2_6H:BRD-K06426971-001-01-9:2.5,ryuvidine,BRD-K06426971-001-01-9,0.14
CPC018_HT29_6H:BRD-K84595254-001-03-0:10,strophanthidin,BRD-K84595254-001-03-0,0.12
CPC014_HT29_6H:BRD-A80960055-001-01-7:10,celastrol,BRD-A80960055-001-01-7,0.12
CPC006_VCAP_6H:BRD-K01877528-001-01-6:10,TL-HRAS-61,BRD-K01877528-001-01-6,0.12
CPC014_A375_6H:BRD-K80622725-001-10-2:10,STK-397047,BRD-K80622725-001-10-2,0.12
CPC010_MCF7_6H:BRD-K53932786-001-08-8:10,BRD-K53932786,BRD-K53932786-001-08-8,0.12
CPC013_PC3_6H:BRD-K83643280-001-01-1:10,BG-FA-0953,BRD-K83643280-001-01-1,0.12
CVD001_HEPG2_6H:BRD-K06426971-001-01-9:10,ryuvidine,BRD-K06426971-001-01-9,0.12
CPC016_NEU_24H:BRD-K80348542-001-01-4:10,cephaeline,BRD-K80348542-001-01-4,0.12
CPC006_PL21_6H:BRD-A79465854-001-01-3:10,auranofin,BRD-A79465854-001-01-3,0.12
CPC015_MCF7_6H:BRD-K19227686-001-12-9:10,phenolphthalein,BRD-K19227686-001-12-9,0.12
CPC006_A673_6H:BRD-K76703230-001-01-3:0.31,YM-155,BRD-K76703230-001-01-3,0.12
CPC014_HEPG2_6H:BRD-A11007541-003-01-9:10,BCI-hydrochloride,BRD-A11007541-003-01-9,0.12
CPC018_MCF7_6H:BRD-A71459254-001-02-8:10,cymarin,BRD-A71459254-001-02-8,0.12
CPC019_A549_6H:BRD-K98824517-001-06-4:10,BRD-K98824517,BRD-K98824517-001-06-4,0.12
CPC008_MCF7_6H:BRD-K64822626-001-03-3:10,KU-C104135,BRD-K64822626-001-03-3,0.12
CPC006_HCT116_6H:BRD-K69840642-001-01-4:10,ISOX,BRD-K69840642-001-01-4,0.12
LJP001_MDAMB231_6H:BRD-K99252563-001-01-1:2,QL-XII-47,BRD-K99252563-001-01-1,0.12
CPC005_HA1E_6H:BRD-K47150025-001-01-2:10,KI-8751,BRD-K47150025-001-01-2,0.12
CPC004_A375_6H:BRD-A34806832-001-02-7:10,proscillaridin,BRD-A34806832-001-02-7,0.12
CPC004_HCC515_24H:BRD-A34806832-001-02-7:10,proscillaridin,BRD-A34806832-001-02-7,0.12
CPC017_PHH_24H:BRD-K76674262-001-01-7:10,homoharringtonine,BRD-K76674262-001-01-7,0.12
CPC010_A375_6H:BRD-A24643465-001-05-3:10,homoharringtonine,BRD-A24643465-001-05-3,0.12
CPC006_HT29_6H:BRD-A67788537-001-01-7:120,salermide,BRD-A67788537-001-01-7,0.12
MUC.CP003_MCF7_6H:BRD-A52650764-001-01-0:10,ingenol,BRD-A52650764-001-01-0,0.12
CPC014_A549_24H:BRD-K67506692-001-07-9:10,tyrphostin-AG-126,BRD-K67506692-001-07-9,0.1
CPC002_HA1E_6H:BRD-A80502530-001-01-2:10,cinobufagin,BRD-A80502530-001-01-2,0.1
CPC013_MCF7_24H:BRD-K80786583-001-01-5:10,BRD-K80786583,BRD-K80786583-001-01-5,0.1
CPC002_HCC515_24H:BRD-K80348542-001-01-4:10,cephaeline,BRD-K80348542-001-01-4,0.1
CPC013_A375_6H:BRD-K80346834-001-01-5:10,BRD-K80346834,BRD-K80346834-001-01-5,0.1
CPC017_SKB_24H:BRD-A20968261-001-01-3:10,WAY-213613,BRD-A20968261-001-01-3,0.1
CPC017_HEPG2_6H:BRD-K59469039-001-03-1:10,AG-879,BRD-K59469039-001-03-1,0.1
CPC006_A549_6H:BRD-K21672174-001-02-2:160,RO-28-1675,BRD-K21672174-001-02-2,0.1
CPC012_HCC515_6H:BRD-K56653679-001-01-2:10,MD-041,BRD-K56653679-001-01-2,0.1
CPC006_SW480_6H:BRD-K74148702-001-03-8:48,curcumin,BRD-K74148702-001-03-8,0.1
CPC013_MCF7_6H:BRD-K83336168-001-01-9:10,MD-040,BRD-K83336168-001-01-9,0.1
CPC014_A375_6H:BRD-U33728988-000-01-6:10,QL-X-138,BRD-U33728988-000-01-6,0.1
CPC005_A375_6H:BRD-K18518344-001-03-5:10,digitoxigenin,BRD-K18518344-001-03-5,0.1
CPC014_MCF7_6H:BRD-A26199074-003-02-0:10,calmidazolium,BRD-A26199074-003-02-0,0.1
CPC008_HCC515_6H:BRD-K10361096-001-04-6:10,BRD-K10361096,BRD-K10361096-001-04-6,0.1
CPC012_A375_6H:BRD-K10484463-001-06-6:10,BRD-K10484463,BRD-K10484463-001-06-6,0.1
CPC006_VCAP_24H:BRD-K78126613-001-16-0:10,menadione,BRD-K78126613-001-16-0,0.1
CPC006_HCC515_24H:BRD-K28907958-001-02-7:11.1,CD-437,BRD-K28907958-001-02-7,0.1
CPC010_HEPG2_6H:BRD-K23217072-001-02-7:10,BRD-K23217072,BRD-K23217072-001-02-7,0.1
CPC010_HCC515_6H:BRD-K93034159-001-20-9:10,cladribine,BRD-K93034159-001-20-9,0.1
CPC005_MCF7_6H:BRD-A45333398-001-01-7:10,periplocymarin,BRD-A45333398-001-01-7,0.1
CPC009_MCF7_24H:BRD-K55844427-019-01-5:10,BRD-K55844427,BRD-K55844427-019-01-5,0.1
CPC016_A375_6H:BRD-K08547377-003-03-2:10,irinotecan,BRD-K08547377-003-03-2,0.1
CPC004_MCF7_6H:BRD-A48237631-001-03-0:10,mitomycin-c,BRD-A48237631-001-03-0,0.1
LJP001_MCF10A_6H:BRD-K99252563-001-01-1:10,QL-XII-47,BRD-K99252563-001-01-1,0.1
CPC014_HT29_6H:BRD-A98283014-003-07-7:10,calmidazolium,BRD-A98283014-003-07-7,0.1
CPD003_MCF7_24H:BRD-K47832606-001-17-8:10,floxuridine,BRD-K47832606-001-17-8,0.1
CPC006_PC3_6H:BRD-K15409150-001-02-5:30,penfluridol,BRD-K15409150-001-02-5,0.1
CPC004_HT29_6H:BRD-A68930007-001-03-1:10,ouabain,BRD-A68930007-001-03-1,0.1
CPC016_HT29_6H:BRD-K35708212-331-03-1:10,ouabain,BRD-K35708212-331-03-1,0.1
CPC010_HT29_6H:BRD-K99633092-001-02-0:10,BRD-K99633092,BRD-K99633092-001-02-0,0.1
CPC013_MCF7_6H:BRD-K15600710-066-01-7:10,obatoclax,BRD-K15600710-066-01-7,0.1
CPC015_MCF7_6H:BRD-A34806832-001-02-7:10,proscillaridin,BRD-A34806832-001-02-7,0.1
CPC013_HEPG2_6H:BRD-A32214171-001-01-7:10,BRD-A32214171,BRD-A32214171-001-01-7,0.1
NMH001_NEU_6H:BRD-K26818574-305-02-7:10,BIX-01294,BRD-K26818574-305-02-7,0.1
CPC014_ASC_24H:BRD-A26002865-001-01-5:10,verrucarin-a,BRD-A26002865-001-01-5,0.1
CPC012_A375_6H:BRD-K07023879-001-01-6:10,BRD-K07023879,BRD-K07023879-001-01-6,0.1
CPC006_OV7_6H:BRD-K28296557-005-14-6:10,AKT-inhibitor-IV,BRD-K28296557-005-14-6,0.1
CPC014_HEPG2_6H:BRD-K81142122-001-15-8:10,STK-249718,BRD-K81142122-001-15-8,0.1
CPC004_HT29_6H:BRD-A34806832-001-02-7:10,proscillaridin,BRD-A34806832-001-02-7,0.1
CPC019_HCC515_6H:BRD-K91145395-001-02-7:10,prostratin,BRD-K91145395-001-02-7,0.1
CPC006_A549_6H:BRD-K43620258-001-01-6:80,CHEMBL-399379,BRD-K43620258-001-01-6,0.1
CPC017_A549_24H:BRD-A93236127-001-03-7:10,digitoxin,BRD-A93236127-001-03-7,0.1
CPC010_HT29_6H:BRD-A18725729-001-08-2:10,BRD-A18725729,BRD-A18725729-001-08-2,0.1
CPC017_A375_6H:BRD-A93236127-001-03-7:10,digitoxin,BRD-A93236127-001-03-7,0.1
CPC014_MCF7_6H:BRD-K81142122-001-15-8:10,STK-249718,BRD-K81142122-001-15-8,0.1
MUC.CP003_MCF7_6H:BRD-A52650764-001-01-0:0.3704,ingenol,BRD-A52650764-001-01-0,0.1
CPC012_MCF7_6H:BRD-A43155244-001-01-2:10,BRD-A43155244,BRD-A43155244-001-01-2,0.1
CPC017_HEPG2_6H:BRD-K05151076-001-01-8:10,ZK-164015,BRD-K05151076-001-01-8,0.1
CPC006_HCC15_6H:BRD-A52650764-001-01-0:10,ingenol,BRD-A52650764-001-01-0,0.1
CPC017_HT29_6H:BRD-A94756469-001-03-9:10,digoxin,BRD-A94756469-001-03-9,0.1
CPC015_A549_24H:BRD-A68930007-001-03-1:10,ouabain,BRD-A68930007-001-03-1,0.1
CPC015_HEPG2_6H:BRD-K15409150-001-01-7:10,penfluridol,BRD-K15409150-001-01-7,0.1
CPC002_HCC515_6H:BRD-K91370081-001-10-3:10,anisomycin,BRD-K91370081-001-10-3,0.1
CPC010_HEPG2_6H:BRD-K28916077-001-04-0:10,BRD-K28916077,BRD-K28916077-001-04-0,0.1
CPC006_SW620_6H:BRD-K43620258-001-01-6:80,CHEMBL-399379,BRD-K43620258-001-01-6,0.1
CPC017_HT29_6H:BRD-A80502530-001-01-2:10,cinobufagin,BRD-A80502530-001-01-2,0.1
CPC013_PC3_24H:BRD-K83643280-001-01-1:10,BG-FA-0953,BRD-K83643280-001-01-1,0.1
CPC004_MCF7_6H:BRD-A46747628-001-01-9:10,ouabain,BRD-A46747628-001-01-9,0.1
CPC017_NPC_24H:BRD-A93236127-001-03-7:10,digitoxin,BRD-A93236127-001-03-7,0.1
CPC004_PC3_24H:BRD-K82036761-003-07-0:10,sertraline,BRD-K82036761-003-07-0,0.1
CPC006_MCF7_24H:BRD-K17140735-300-02-4:11.1,SCH-79797,BRD-K17140735-300-02-4,0.1
CPC018_A549_6H:BRD-K63606607-001-01-8:10,bufalin,BRD-K63606607-001-01-8,0.1
CPC017_MCF7_6H:BRD-K23478508-001-03-7:10,digoxin,BRD-K23478508-001-03-7,0.1
CPC014_HEPG2_6H:BRD-A52886023-001-01-7:10,antimycin-a,BRD-A52886023-001-01-7,0.1
CPC005_HT29_6H:BRD-A47513740-001-02-5:10,calyculin,BRD-A47513740-001-02-5,0.1
CPC010_HA1E_6H:BRD-A36275421-001-18-6:10,BRD-A36275421,BRD-A36275421-001-18-6,0.1
CPC010_A375_6H:BRD-K99633092-001-02-0:10,BRD-K99633092,BRD-K99633092-001-02-0,0.1
CPC013_MCF7_24H:BRD-K83643280-001-01-1:10,BG-FA-0953,BRD-K83643280-001-01-1,0.1
CPC014_VCAP_6H:BRD-U29336476-000-01-3:10,XMD-16144,BRD-U29336476-000-01-3,0.1
MUC.CP003_MCF7_6H:BRD-A52650764-001-01-0:3.3333,ingenol,BRD-A52650764-001-01-0,0.1
CPC016_A549_6H:BRD-K35708212-331-03-1:10,ouabain,BRD-K35708212-331-03-1,0.1
CPC005_PC3_6H:BRD-A13133631-001-03-2:10,fluorometholone,BRD-A13133631-001-03-2,0.1
CPC013_HCC515_6H:BRD-K15600710-066-01-7:10,obatoclax,BRD-K15600710-066-01-7,0.1
CPC006_MCF7_6H:BRD-K00317371-001-02-0:10,RITA,BRD-K00317371-001-02-0,0.1
CPC013_NPC_24H:BRD-K17743125-001-03-5:10,belinostat,BRD-K17743125-001-03-5,0.1
CPC004_MCF7_6H:BRD-A93236127-001-03-7:10,digitoxin,BRD-A93236127-001-03-7,0.1
CPC015_A549_24H:BRD-A34806832-001-02-7:10,proscillaridin,BRD-A34806832-001-02-7,0.1
CPC012_A375_6H:BRD-K01614657-001-01-6:10,BRD-K01614657,BRD-K01614657-001-01-6,0.1
CPC015_A549_6H:BRD-K17705806-003-01-0:10,JTC-801,BRD-K17705806-003-01-0,0.1
CPC018_HEPG2_6H:BRD-K06198550-001-02-1:10,isorotenone,BRD-K06198550-001-02-1,0.1
CPC014_A375_6H:BRD-K19499941-001-05-9:10,BRD-K19499941,BRD-K19499941-001-05-9,0.1
CPC006_SNGM_6H:BRD-K06792661-001-01-9:10,narciclasine,BRD-K06792661-001-01-9,0.1
CPC011_A375_6H:BRD-K37798499-001-13-2:10,etoposide,BRD-K37798499-001-13-2,0.1
CPC012_A549_6H:BRD-K74797618-001-01-9:10,MD-049,BRD-K74797618-001-01-9,0.1
CPC014_HT29_6H:BRD-A06929388-001-01-1:10,CVF-SUMO-13,BRD-A06929388-001-01-1,0.1
CPC013_MCF7_6H:BRD-K09854848-001-01-0:10,MD-II-008-P,BRD-K09854848-001-01-0,0.1
MUC.CP003_MCF7_6H:BRD-K96076993-001-01-7:14.4,SA-25547,BRD-K96076993-001-01-7,0.1
CPC018_HEPG2_6H:BRD-K36055864-001-09-3:10,cycloheximide,BRD-K36055864-001-09-3,0.1
CPC007_HA1E_6H:BRD-K68313733-001-11-2:10,BRD-K68313733,BRD-K68313733-001-11-2,0.1
LJP001_MCF7_6H:BRD-K13566078-003-03-7:10,BMS-345541,BRD-K13566078-003-03-7,0.1
CPC018_A549_6H:BRD-A46747628-001-01-9:10,ouabain,BRD-A46747628-001-01-9,0.1
CPC014_HCC515_6H:BRD-K81142122-001-15-8:10,STK-249718,BRD-K81142122-001-15-8,0.1
CPC013_HT29_6H:BRD-K69852452-001-01-8:10,F-1566-0341,BRD-K69852452-001-01-8,0.1
CPC004_VCAP_24H:BRD-K03109492-001-01-4:10,NSC-663284,BRD-K03109492-001-01-4,0.1
CPC009_VCAP_6H:BRD-K19724398-019-01-9:10,BRD-K19724398,BRD-K19724398-019-01-9,0.1
CPC010_A549_6H:BRD-K53932786-001-08-8:10,BRD-K53932786,BRD-K53932786-001-08-8,0.1
CPC015_MCF7_6H:BRD-A68930007-001-03-1:10,ouabain,BRD-A68930007-001-03-1,0.1
CPC004_HCC515_24H:BRD-A93236127-001-03-7:10,digitoxin,BRD-A93236127-001-03-7,0.1
CPC010_A375_6H:BRD-K92317137-001-08-1:10,BRD-K92317137,BRD-K92317137-001-08-1,0.1
CPC003_HA1E_6H:BRD-K63606607-001-01-8:10,bufalin,BRD-K63606607-001-01-8,0.1
CPC017_MCF7_6H:BRD-K04546108-066-01-5:10,JAK3-inhibitor-VI,BRD-K04546108-066-01-5,0.1
CPC017_SKB_24H:BRD-K76674262-001-01-7:10,homoharringtonine,BRD-K76674262-001-01-7,0.1
MUC.CP001_MCF7_6H:BRD-K49049886-001-03-8:10,CGS-15943,BRD-K49049886-001-03-8,0.1
CPC001_PC3_24H:BRD-K23478508-001-03-7:10,digoxin,BRD-K23478508-001-03-7,0.1
LJP001_MCF7_6H:BRD-K99252563-001-01-1:10,QL-XII-47,BRD-K99252563-001-01-1,0.1
CPC018_HT29_6H:BRD-A46747628-001-01-9:10,ouabain,BRD-A46747628-001-01-9,0.1
CPC002_HCC515_24H:BRD-K91370081-001-10-3:10,anisomycin,BRD-K91370081-001-10-3,0.1
CPC009_HEPG2_6H:BRD-K10114046-001-01-6:10,BRD-K10114046,BRD-K10114046-001-01-6,0.1
CPC003_HA1E_6H:BRD-K35708212-331-03-1:10,ouabain,BRD-K35708212-331-03-1,0.1
CPC018_MCF7_6H:BRD-K78126613-001-16-0:10,menadione,BRD-K78126613-001-16-0,0.1
CPC014_PC3_24H:BRD-K77390737-001-03-2:10,xanthohumol,BRD-K77390737-001-03-2,0.1
CPC017_MCF7_6H:BRD-A80502530-001-01-2:10,cinobufagin,BRD-A80502530-001-01-2,0.1
CPC007_HA1E_6H:BRD-A93942655-001-02-2:10,BRD-A93942655,BRD-A93942655-001-02-2,0.1
CPC006_MDST8_6H:BRD-K76703230-001-01-3:0.31,YM-155,BRD-K76703230-001-01-3,0.1
CPC006_SW948_6H:BRD-K25737009-001-02-0:40,CD-1530,BRD-K25737009-001-02-0,0.1
CPC010_A375_6H:BRD-K93034159-001-20-9:10,cladribine,BRD-K93034159-001-20-9,0.08
CPC014_PC3_6H:BRD-A98283014-003-07-7:10,calmidazolium,BRD-A98283014-003-07-7,0.08
CPC012_A375_6H:BRD-K56653679-001-01-2:10,MD-041,BRD-K56653679-001-01-2,0.08
CPC007_HA1E_6H:BRD-K05153001-001-05-5:10,BRD-K05153001,BRD-K05153001-001-05-5,0.08
CPC015_A375_6H:BRD-A06352418-001-15-0:10,terfenadine,BRD-A06352418-001-15-0,0.08
CPC006_A375_6H:BRD-K08845546-001-02-2:22.2,tacrolimus,BRD-K08845546-001-02-2,0.08
CPC018_MCF7_6H:BRD-K84595254-001-03-0:10,strophanthidin,BRD-K84595254-001-03-0,0.08
CPC014_HEPG2_6H:BRD-K36627727-001-01-3:10,tamibarotene,BRD-K36627727-001-01-3,0.08
CPC012_VCAP_6H:BRD-K10484463-001-06-6:10,BRD-K10484463,BRD-K10484463-001-06-6,0.08
CPC008_PC3_24H:BRD-K42021584-001-01-3:10,BRD-K42021584,BRD-K42021584-001-01-3,0.08
CPC007_A549_24H:BRD-K84203638-001-05-3:10,BRD-K84203638,BRD-K84203638-001-05-3,0.08
CPC011_MCF7_6H:BRD-K32744045-001-25-4:10,disulfiram,BRD-K32744045-001-25-4,0.08
CPC006_MCF7_24H:BRD-K74148702-001-03-8:48,curcumin,BRD-K74148702-001-03-8,0.08
CPC004_A375_6H:BRD-A68930007-001-03-1:10,ouabain,BRD-A68930007-001-03-1,0.08
CPC004_HEPG2_6H:BRD-K35960502-001-10-1:10,niclosamide,BRD-K35960502-001-10-1,0.08
CPC014_A549_24H:BRD-K07736136-001-01-2:10,VX-702,BRD-K07736136-001-01-2,0.08
CPC008_A375_6H:BRD-K93060291-001-03-9:10,TL-HRAS-24,BRD-K93060291-001-03-9,0.08
CPC005_A375_6H:BRD-K47150025-001-01-2:10,KI-8751,BRD-K47150025-001-01-2,0.08
CPC017_NPC_24H:BRD-K12867552-001-01-3:10,THM-I-94,BRD-K12867552-001-01-3,0.08
CPC001_VCAP_6H:BRD-K48970916-001-03-0:10,danazol,BRD-K48970916-001-03-0,0.08
CPC005_A375_24H:BRD-K40624912-003-02-3:10,ZM-39923,BRD-K40624912-003-02-3,0.08
CPC019_MCF7_6H:BRD-K96076993-001-01-7:10,SA-25547,BRD-K96076993-001-01-7,0.08
CPC011_VCAP_6H:BRD-K10961822-001-03-6:10,latanoprost,BRD-K10961822-001-03-6,0.08
CPC006_A549_6H:BRD-K33272502-001-01-2:40,DG-041,BRD-K33272502-001-01-2,0.08
CPC017_HEPG2_6H:BRD-K06426971-001-01-9:10,ryuvidine,BRD-K06426971-001-01-9,0.08
CPC016_HT29_6H:BRD-K91370081-001-10-3:10,anisomycin,BRD-K91370081-001-10-3,0.08
LJP001_MCF10A_6H:BRD-K13390322-001-02-2:2,AT-7519,BRD-K13390322-001-02-2,0.08
CPC006_HT29_6H:BRD-A15079084-001-02-9:10,phorbol-12-myristate-13-acetate,BRD-A15079084-001-02-9,0.08
CVD001_HEPG2_6H:BRD-K81142122-001-14-1:2.5,STK-249718,BRD-K81142122-001-14-1,0.08
CPC010_PC3_24H:BRD-A24643465-001-05-3:10,homoharringtonine,BRD-A24643465-001-05-3,0.08
CPC013_NPC_24H:BRD-K03122949-001-01-6:10,BRD-K03122949,BRD-K03122949-001-01-6,0.08
CPC006_MCF7_24H:BRD-K28907958-001-02-7:11.1,CD-437,BRD-K28907958-001-02-7,0.08
CPC017_NPC_24H:BRD-K05151076-001-01-8:10,ZK-164015,BRD-K05151076-001-01-8,0.08
CPC015_A375_6H:BRD-A68930007-001-03-1:10,ouabain,BRD-A68930007-001-03-1,0.08
CPC004_A375_6H:BRD-A62184259-001-02-8:10,cycloheximide,BRD-A62184259-001-02-8,0.08
CPC018_HT29_6H:BRD-A97437073-001-03-1:10,rosiglitazone,BRD-A97437073-001-03-1,0.08
CPC006_MCF7_6H:BRD-A02481876-001-09-9:60,importazole,BRD-A02481876-001-09-9,0.08
CPC018_HT29_6H:BRD-K13169950-001-04-5:10,NSC-3852,BRD-K13169950-001-04-5,0.08
CPC017_HT29_6H:BRD-A97454584-001-02-0:10,nadolol,BRD-A97454584-001-02-0,0.08
CPC005_A375_6H:BRD-A18419789-001-01-4:10,etoposide,BRD-A18419789-001-01-4,0.08
CPC020_A375_6H:BRD-K02562327-001-01-6:10,BRD-K02562327,BRD-K02562327-001-01-6,0.08
CPC020_HT29_6H:BRD-K47869605-001-27-0:10,podophyllotoxin,BRD-K47869605-001-27-0,0.08
CPC014_A549_6H:BRD-A98283014-003-07-7:10,calmidazolium,BRD-A98283014-003-07-7,0.08
CPC017_A549_24H:BRD-A80502530-001-01-2:10,cinobufagin,BRD-A80502530-001-01-2,0.08
CPC012_HT29_6H:BRD-K08307026-001-01-4:10,BRD-K08307026,BRD-K08307026-001-01-4,0.08
CPC014_A375_6H:BRD-A25337146-003-07-0:10,AT-SUMO-1,BRD-A25337146-003-07-0,0.08
CPC010_HCC515_6H:BRD-K53932786-001-08-8:10,BRD-K53932786,BRD-K53932786-001-08-8,0.08
CPC014_VCAP_24H:BRD-A52193669-001-01-7:10,withaferin-a,BRD-A52193669-001-01-7,0.08
CPC005_A375_24H:BRD-A78360835-001-01-1:10,cercosporin,BRD-A78360835-001-01-1,0.08
CPC004_HA1E_6H:BRD-A34806832-001-02-7:10,proscillaridin,BRD-A34806832-001-02-7,0.08
CPC019_A375_6H:BRD-K98824517-001-06-4:10,BRD-K98824517,BRD-K98824517-001-06-4,0.08
CPC004_HA1E_6H:BRD-A06352418-001-15-0:10,terfenadine,BRD-A06352418-001-15-0,0.08
CPC009_HCC515_6H:BRD-K42489623-001-06-4:10,BRD-K42489623,BRD-K42489623-001-06-4,0.08
CPC004_HCC515_6H:BRD-A93236127-001-03-7:10,digitoxin,BRD-A93236127-001-03-7,0.08
CPC001_HA1E_24H:BRD-K76674262-001-01-7:10,homoharringtonine,BRD-K76674262-001-01-7,0.08
CPC015_A549_6H:BRD-A68930007-001-03-1:10,ouabain,BRD-A68930007-001-03-1,0.08
CPC006_SW620_6H:BRD-K06792661-001-01-9:10,narciclasine,BRD-K06792661-001-01-9,0.08
CPC012_MCF7_24H:BRD-K05542495-001-01-1:10,BRD-K05542495,BRD-K05542495-001-01-1,0.08
CPC003_PC3_24H:BRD-K63606607-001-01-8:10,bufalin,BRD-K63606607-001-01-8,0.08
CPC019_VCAP_6H:BRD-K40846327-001-01-7:10,BRD-K40846327,BRD-K40846327-001-01-7,0.08
CPC004_HEPG2_6H:BRD-K24132293-001-13-7:10,piperlongumine,BRD-K24132293-001-13-7,0.08
CPC005_A549_6H:BRD-A63998256-001-02-3:10,helveticoside,BRD-A63998256-001-02-3,0.08
HOG003_A549_24H:BRD-K06792661-001-01-9:10,narciclasine,BRD-K06792661-001-01-9,0.08
CPC007_A375_6H:BRD-A09719808-001-02-3:10,BRD-A09719808,BRD-A09719808-001-02-3,0.08
CPC018_A549_6H:BRD-K77987382-001-08-2:10,mebendazole,BRD-K77987382-001-08-2,0.08
CPC006_HT29_6H:BRD-K28360340-001-01-8:10,TW-37,BRD-K28360340-001-01-8,0.08
CPC013_PC3_6H:BRD-K24681473-004-01-4:10,YM-155,BRD-K24681473-004-01-4,0.08
CPC010_HA1E_6H:BRD-K28916077-001-04-0:10,BRD-K28916077,BRD-K28916077-001-04-0,0.08
CPC019_MCF7_6H:BRD-A00420644-001-01-7:10,SA-3676,BRD-A00420644-001-01-7,0.08
CPC005_A549_24H:BRD-A08003242-001-02-7:10,rhodomyrtoxin-b,BRD-A08003242-001-02-7,0.08
CPC014_HA1E_6H:BRD-K68313733-001-07-0:10,BRD-K68313733,BRD-K68313733-001-07-0,0.08
CPC009_MCF7_6H:BRD-K38625260-019-01-0:10,BRD-K38625260,BRD-K38625260-019-01-0,0.08
CPC005_MCF7_24H:BRD-K50841342-001-01-6:10,PAC-1,BRD-K50841342-001-01-6,0.08
CPC006_MCF7_24H:BRD-K16406336-311-01-2:10,methylene-blue,BRD-K16406336-311-01-2,0.08
CPC018_HEPG2_6H:BRD-K32292990-001-01-0:10,CGP-53353,BRD-K32292990-001-01-0,0.08
CPC006_NCIH2073_6H:BRD-K06792661-001-01-9:10,narciclasine,BRD-K06792661-001-01-9,0.08
CPC001_VCAP_24H:BRD-A87479750-001-01-9:10,tenidap,BRD-A87479750-001-01-9,0.08
CPC020_MCF7_6H:BRD-K11558771-001-07-1:10,droxinostat,BRD-K11558771-001-07-1,0.08
CPC018_MCF7_6H:BRD-K35960502-001-10-1:10,niclosamide,BRD-K35960502-001-10-1,0.08
CPC010_HT29_6H:BRD-U86222656-000-01-7:10,BRD-U86222656,BRD-U86222656-000-01-7,0.08
LJP001_SKBR3_6H:BRD-K92571446-001-01-4:2,WZ-3105,BRD-K92571446-001-01-4,0.08
PCLB002_HEPG2_24H:BRD-K02130563:3.33,panobinostat,BRD-K02130563,0.08
CPC015_HT29_6H:BRD-K70505054-001-02-9:10,ranitidine,BRD-K70505054-001-02-9,0.08
CPC011_HA1E_6H:BRD-K08547377-311-11-2:10,irinotecan,BRD-K08547377-311-11-2,0.08
CPC014_NPC_24H:BRD-U32365159-000-01-1:10,XMD-1527,BRD-U32365159-000-01-1,0.08
CPC017_HT29_6H:BRD-K23478508-001-03-7:10,digoxin,BRD-K23478508-001-03-7,0.08
CPC016_A549_24H:BRD-K35708212-331-03-1:10,ouabain,BRD-K35708212-331-03-1,0.08
CPC004_HT29_6H:BRD-A62184259-001-02-8:10,cycloheximide,BRD-A62184259-001-02-8,0.08
CPC006_SW948_6H:BRD-K17140735-300-02-4:11.1,SCH-79797,BRD-K17140735-300-02-4,0.08
CPC013_HEPG2_6H:BRD-K15600710-066-01-7:10,obatoclax,BRD-K15600710-066-01-7,0.08
CPC010_HT29_6H:BRD-K28143534-003-20-0:10,cyproheptadine,BRD-K28143534-003-20-0,0.08
CPC010_HT29_6H:BRD-K06765193-001-08-7:10,BRD-K06765193,BRD-K06765193-001-08-7,0.08
CPC016_MCF7_6H:BRD-K35708212-331-03-1:10,ouabain,BRD-K35708212-331-03-1,0.08
CPC014_VCAP_24H:BRD-U29336476-000-01-3:10,XMD-16144,BRD-U29336476-000-01-3,0.08
CPC010_A549_6H:BRD-K28916077-001-04-0:10,BRD-K28916077,BRD-K28916077-001-04-0,0.08
CPC013_PC3_6H:BRD-K83336168-001-01-9:10,MD-040,BRD-K83336168-001-01-9,0.08
CPC004_HT29_6H:BRD-K03109492-001-01-4:10,NSC-663284,BRD-K03109492-001-01-4,0.08
CPC008_HEPG2_6H:BRD-K30606628-001-03-9:10,KU-C104233,BRD-K30606628-001-03-9,0.08
CPC008_HT29_6H:BRD-K44432556-001-03-0:10,VU-0418946-1,BRD-K44432556-001-03-0,0.08
CPC006_A549_6H:BRD-K15563106-001-08-1:177.6,phloretin,BRD-K15563106-001-08-1,0.08
CPC008_A375_6H:BRD-K76907295-001-03-8:10,VU-0418947-2,BRD-K76907295-001-03-8,0.08
CVD001_HUH7_24H:BRD-K84595254-001-03-0:4.9444,strophanthidin,BRD-K84595254-001-03-0,0.08
CPC007_A375_6H:BRD-K68313733-001-11-2:10,BRD-K68313733,BRD-K68313733-001-11-2,0.08
CPC008_HEPG2_6H:BRD-K42021584-001-01-3:10,BRD-K42021584,BRD-K42021584-001-01-3,0.08
CPC015_NPC_24H:BRD-A01593789-001-02-3:10,chlormadinone,BRD-A01593789-001-02-3,0.08
CPC007_A375_6H:BRD-K84203638-001-05-3:10,BRD-K84203638,BRD-K84203638-001-05-3,0.08
CPC020_A375_6H:BRD-K77877933-001-01-4:10,I-606061,BRD-K77877933-001-01-4,0.08
CPC001_HCC515_24H:BRD-K84595254-001-03-0:10,strophanthidin,BRD-K84595254-001-03-0,0.08
CPC003_VCAP_24H:BRD-A48720949-001-03-2:10,testosterone,BRD-A48720949-001-03-2,0.08
