sig_id,drug,pert_id,similarity_scores
CPC003_PC3_24H:BRD-K27499107-001-02-6:10,carbacyclin,BRD-K27499107-001-02-6,0.0
CPC004_HCC515_24H:BRD-K29458283-001-17-4:10,chlorambucil,BRD-K29458283-001-17-4,0.0
PCLB002_HA1E_24H:BRD-K63828191:10,raloxifene,BRD-K63828191,0.0
CPC014_HT29_6H:BRD-K29582115-311-02-0:10,ziprasidone,BRD-K29582115-311-02-0,0.0
CPC012_VCAP_6H:BRD-K32502880-001-01-5:10,ST-013960,BRD-K32502880-001-01-5,0.0
CPC015_HEPG2_6H:BRD-A60414806-065-01-6:10,vincristine,BRD-A60414806-065-01-6,0.0
CPC010_VCAP_24H:BRD-K31471398-311-04-6:10,dihydrexidine,BRD-K31471398-311-04-6,0.0
LJP002_SKBR3_24H:BRD-K72414522-001-01-8:10,AZD-5438,BRD-K72414522-001-01-8,0.0
CPC013_A549_24H:BRD-K18163752-001-01-9:10,BRD-K18163752,BRD-K18163752-001-01-9,0.0
CPC013_NEU_24H:BRD-K66175015-001-01-7:10,afatinib,BRD-K66175015-001-01-7,0.0
CPC020_MCF7_24H:BRD-K94173926-001-01-6:10,I-505056,BRD-K94173926-001-01-6,0.0
CPC006_SW948_6H:BRD-K10882151-001-06-8:40,BO2-inhibits-RAD51,BRD-K10882151-001-06-8,0.0
CPC012_SKB_24H:BRD-K09661167-001-06-1:10,BRD-K09661167,BRD-K09661167-001-06-1,0.0
CVD001_PHH_24H:BRD-K03067624-001-01-5:2.5,emetine,BRD-K03067624-001-01-5,0.0
CPC015_HT29_6H:BRD-K03557653-001-02-7:10,sappanone-a,BRD-K03557653-001-02-7,0.0
HOG003_MCF7_6H:BRD-A61304759-001-01-0:0.3704,tanespimycin,BRD-A61304759-001-01-0,0.0
CPC005_MCF7_24H:BRD-A30435184-001-01-5:10,metergoline,BRD-A30435184-001-01-5,0.0
LJP001_SKBR3_6H:BRD-K40175214-001-03-3:10,torin-1,BRD-K40175214-001-03-3,0.0
CPC002_HCC515_24H:BRD-K67298865-001-03-3:10,SB-431542,BRD-K67298865-001-03-3,0.0
LJP001_SKBR3_6H:BRD-K87909389-001-04-6:0.4,alvocidib,BRD-K87909389-001-04-6,0.0
CPC006_VCAP_6H:BRD-K28907958-001-02-7:11.1,CD-437,BRD-K28907958-001-02-7,0.0
LJP002_BT20_24H:BRD-K41859756-001-03-5:2,NVP-AUY922,BRD-K41859756-001-03-5,0.0
CPC017_HT29_6H:BRD-K51918615-303-01-1:10,iodophenpropit,BRD-K51918615-303-01-1,0.0
CPC001_PC3_6H:BRD-K84987553-001-01-1:10,MDM2-inhibitor,BRD-K84987553-001-01-1,0.0
CPC010_HCC515_6H:BRD-A72441487-001-04-0:10,stiripentol,BRD-A72441487-001-04-0,0.0
CPC018_HT29_6H:BRD-K51662849-001-03-9:10,ilomastat,BRD-K51662849-001-03-9,0.0
CPC001_PC3_6H:BRD-K34533029-001-01-0:10,tyrphostin-AG-494,BRD-K34533029-001-01-0,0.0
CPC019_A375_6H:BRD-K05197617-001-05-8:10,BRD-K05197617,BRD-K05197617-001-05-8,0.0
CPC008_VCAP_24H:BRD-K69097969-001-03-2:10,VU-0418939-2,BRD-K69097969-001-03-2,0.0
LJP001_BT20_24H:BRD-K40175214-001-03-3:2,torin-1,BRD-K40175214-001-03-3,0.0
CPC006_HCC515_24H:BRD-K12502280-001-01-5:11.1,TG-101348,BRD-K12502280-001-01-5,0.0
MUC.CP006_MCF7_24H:BRD-K63516691-001-01-6:1.1111,T-0156,BRD-K63516691-001-01-6,0.0
CPC002_VCAP_24H:BRD-K73824630-001-03-2:10,skatole,BRD-K73824630-001-03-2,0.0
CPC006_HA1E_6H:BRD-K90999434-003-01-9:10,BRD-K90999434,BRD-K90999434-003-01-9,0.0
CPC016_A549_24H:BRD-A30655177-001-06-6:10,LFM-A13,BRD-A30655177-001-06-6,0.0
CPC006_VCAP_24H:BRD-K64642496-001-01-6:40,KO-143,BRD-K64642496-001-01-6,0.0
CPC006_MDST8_6H:BRD-A31107743-001-01-3:0.09,brefeldin-a,BRD-A31107743-001-01-3,0.0
CPC006_PL21_6H:BRD-K71726959-001-06-7:122.55,BRD-K71726959,BRD-K71726959-001-06-7,0.0
CPC010_VCAP_6H:BRD-K57457519-001-07-8:10,BRD-K57457519,BRD-K57457519-001-07-8,0.0
CPC014_HA1E_6H:BRD-K70549064-001-03-3:10,staurosporine,BRD-K70549064-001-03-3,0.0
CPC006_MDST8_6H:BRD-K41895714-001-02-2:10,AS-605240,BRD-K41895714-001-02-2,0.0
CPC004_VCAP_24H:BRD-K60038276-001-03-3:10,irbesartan,BRD-K60038276-001-03-3,0.0
CPC006_NOMO1_6H:BRD-K02822062-001-01-3:10,CT-200783,BRD-K02822062-001-01-3,0.0
CPC008_VCAP_6H:BRD-K32944375-019-01-3:10,BRD-K32944375,BRD-K32944375-019-01-3,0.0
KMS002_THP1_6H:BRD-K35669573-001-02-9:0.01,TUL-XX023,BRD-K35669573-001-02-9,0.0
CPC006_SW620_6H:BRD-K34581968-001-01-2:11.1,BMS-536924,BRD-K34581968-001-01-2,0.0
CPC009_A549_6H:BRD-K14788918-019-01-0:10,BRD-K14788918,BRD-K14788918-019-01-0,0.0
CPC012_HT29_6H:BRD-A19248578-001-02-9:10,latrunculin-b,BRD-A19248578-001-02-9,0.0
CPC007_MCF7_24H:BRD-A39093044-001-09-6:10,K784-3187,BRD-A39093044-001-09-6,0.0
CPC009_HEPG2_6H:BRD-K28366633-001-05-2:10,BRD-K28366633,BRD-K28366633-001-05-2,0.0
CPC006_THP1_6H:BRD-K01121114-001-01-9:10,BRD-K01121114,BRD-K01121114-001-01-9,0.0
CPC004_HA1E_24H:BRD-K87343924-001-02-4:10,wortmannin,BRD-K87343924-001-02-4,0.0
CPC015_PHH_24H:BRD-A01643550-001-03-1:10,prednisolone,BRD-A01643550-001-03-1,0.0
CPC020_HT29_6H:BRD-A80638690-001-02-8:10,floxuridine,BRD-A80638690-001-02-8,0.0
CPC006_HT29_24H:BRD-K23363278-001-01-3:1,CYT-997,BRD-K23363278-001-01-3,0.0
CPC017_MCF7_24H:BRD-K10870738-001-02-4:10,CDC,BRD-K10870738-001-02-4,0.0
CPC014_MCF7_6H:BRD-K76723084-001-15-8:10,isotretinoin,BRD-K76723084-001-15-8,0.0
CPC007_A549_24H:BRD-K73610817-001-06-3:10,BRD-K73610817,BRD-K73610817-001-06-3,0.0
CPC018_A375_6H:BRD-K43978949-075-01-7:10,PIT,BRD-K43978949-075-01-7,0.0
CPC005_VCAP_24H:BRD-K43796186-001-01-1:10,benzyl-quinazolin-4-yl-amine,BRD-K43796186-001-01-1,0.0
MUC.CP006_MCF7_6H:BRD-K81418486-001-22-8:10,vorinostat,BRD-K81418486-001-22-8,0.0
CPC006_HCC15_6H:BRD-A69951442-001-01-3:10,dexamethasone,BRD-A69951442-001-01-3,0.0
CPC002_HCC515_6H:BRD-K49577446-001-03-1:10,flunisolide,BRD-K49577446-001-03-1,0.0
CPC006_HA1E_24H:BRD-A75517195-001-01-3:40,thiazolopyrimidine,BRD-A75517195-001-01-3,0.0
CPC014_PC3_24H:BRD-K13514097-001-01-2:10,everolimus,BRD-K13514097-001-01-2,0.0
CPC005_HCC515_6H:BRD-A13133631-001-03-2:10,fluorometholone,BRD-A13133631-001-03-2,0.0
CPC006_PC3_6H:BRD-K51575138-001-01-7:10,TPCA-1,BRD-K51575138-001-01-7,0.0
CPC006_A375_6H:BRD-K71726959-001-06-7:122.55,BRD-K71726959,BRD-K71726959-001-06-7,0.0
LJP001_BT20_6H:BRD-K52911425-001-04-9:10,GDC-0941,BRD-K52911425-001-04-9,0.0
CPC004_HCC515_24H:BRD-K39256324-001-01-5:10,rottlerin,BRD-K39256324-001-01-5,0.0
CPC014_MCF7_24H:BRD-K88735704-001-01-8:10,BRD-K88735704,BRD-K88735704-001-01-8,0.0
CPC011_HT29_6H:BRD-K37991163-050-13-5:10,paroxetine,BRD-K37991163-050-13-5,0.0
CPC008_HEPG2_6H:BRD-K45399554-001-04-0:10,CAM-9-027-3,BRD-K45399554-001-04-0,0.0
CPC009_VCAP_24H:BRD-K53461563-019-01-4:10,BRD-K53461563,BRD-K53461563-019-01-4,0.0
CPC012_A375_6H:BRD-K90446118-001-01-8:10,BRD-K90446118,BRD-K90446118-001-01-8,0.0
CPC006_HT29_24H:BRD-K33272502-001-01-2:40,DG-041,BRD-K33272502-001-01-2,0.0
CPC012_A375_6H:BRD-K17119186-001-01-8:10,BAS-00535043,BRD-K17119186-001-01-8,0.0
CPC008_HT29_6H:BRD-K75999307-001-05-7:10,BRD-K75999307,BRD-K75999307-001-05-7,0.0
CPC005_VCAP_6H:BRD-K78599730-001-02-6:10,manumycin-a,BRD-K78599730-001-02-6,0.0
CPC006_VCAP_24H:BRD-K74402642-003-01-2:10,NSC-632839,BRD-K74402642-003-01-2,0.0
CPC006_HEPG2_6H:BRD-K69932463-001-03-1:10,AZD-8055,BRD-K69932463-001-03-1,0.0
CPC003_PC3_6H:BRD-K21853356-001-03-6:10,RG-14620,BRD-K21853356-001-03-6,0.0
CPC012_PC3_6H:BRD-K69888333-001-01-7:10,BRD-K69888333,BRD-K69888333-001-01-7,0.0
CPC009_A549_6H:BRD-K87024524-001-03-2:10,phenelzine,BRD-K87024524-001-03-2,0.0
CPC006_VCAP_6H:BRD-K15563106-001-08-1:177.6,phloretin,BRD-K15563106-001-08-1,0.0
CPC005_HT29_24H:BRD-K69023402-001-02-5:10,thapsigargin,BRD-K69023402-001-02-5,0.0
CPC002_HA1E_24H:BRD-A62336480-001-02-5:10,niguldipine,BRD-A62336480-001-02-5,0.0
CPC010_A549_6H:BRD-K59332007-311-03-2:10,linopirdine,BRD-K59332007-311-03-2,0.0
HOG002_A549_24H:BRD-A02481876-001-09-9:10,importazole,BRD-A02481876-001-09-9,0.0
LJP002_MDAMB231_24H:BRD-K41859756-001-03-5:0.4,NVP-AUY922,BRD-K41859756-001-03-5,0.0
CPC006_VCAP_6H:BRD-A70449690-001-01-4:10,forskolin,BRD-A70449690-001-01-4,0.0
CPC017_HEPG2_6H:BRD-K81225797-001-01-5:10,SCH-58261,BRD-K81225797-001-01-5,0.0
CPC003_PC3_24H:BRD-K63151507-001-01-6:10,MNITMT,BRD-K63151507-001-01-6,0.0
CPC015_SKB_24H:BRD-A50737080-001-01-4:10,CGK-733,BRD-A50737080-001-01-4,0.0
CPC014_PC3_24H:BRD-K56957086-001-04-8:10,dacinostat,BRD-K56957086-001-04-8,0.0
CPC013_NPC_24H:BRD-K23984367-075-05-3:10,sorafenib,BRD-K23984367-075-05-3,0.0
CPC020_VCAP_24H:BRD-A09472452-015-19-2:10,flecainide,BRD-A09472452-015-19-2,0.0
MUC.CP006_MCF7_6H:BRD-K82823804-001-01-7:3.3333,SA-792987,BRD-K82823804-001-01-7,0.0
CPC014_VCAP_6H:BRD-K99451608-001-01-6:10,lopinavir,BRD-K99451608-001-01-6,0.0
LJP001_BT20_24H:BRD-K51313569-001-03-7:10,palbociclib,BRD-K51313569-001-03-7,0.0
CPC004_PC3_6H:BRD-A48430263-003-06-5:10,pioglitazone,BRD-A48430263-003-06-5,0.0
CPC007_VCAP_24H:BRD-K23673040-001-12-9:10,BRD-K23673040,BRD-K23673040-001-12-9,0.0
CPC004_PC3_6H:BRD-K47635719-001-03-9:10,dexamethasone,BRD-K47635719-001-03-9,0.0
CPC014_VCAP_24H:BRD-K77008974-001-01-6:10,WYE-354,BRD-K77008974-001-01-6,0.0
CPC019_VCAP_6H:BRD-K45253154-001-04-3:10,SD-6-035-A7,BRD-K45253154-001-04-3,0.0
CPC012_HT29_6H:BRD-K08630646-001-01-9:10,BRD-K08630646,BRD-K08630646-001-01-9,0.0
CPC003_HCC515_24H:BRD-A01320529-001-05-9:10,salmeterol,BRD-A01320529-001-05-9,0.0
CPC012_ASC_24H:BRD-K94991378-001-02-2:10,BRD-K94991378,BRD-K94991378-001-02-2,0.0
CPC009_HCC515_6H:BRD-K69516039-001-02-9:10,BRD-K69516039,BRD-K69516039-001-02-9,0.0
CPC017_MCF7_6H:BRD-K12867552-001-01-3:10,THM-I-94,BRD-K12867552-001-01-3,0.0
CPC006_A375_24H:BRD-K61662457-001-02-2:20,CAY-10594,BRD-K61662457-001-02-2,0.0
CPC006_HT29_6H:BRD-K45399554-001-03-2:10,CAM-9-027-3,BRD-K45399554-001-03-2,0.0
CPC012_MCF7_24H:BRD-K22129929-001-03-8:10,BRD-K22129929,BRD-K22129929-001-03-8,0.0
CPC006_RMUGS_6H:BRD-K19894101-001-01-6:11.1,MST-312,BRD-K19894101-001-01-6,0.0
CPC014_MCF7_6H:BRD-K49181186-001-04-4:10,EMF-sumo1-7,BRD-K49181186-001-04-4,0.0
CPC014_ASC_24H:BRD-K36529613-001-01-8:10,PU-H71,BRD-K36529613-001-01-8,0.0
CPC012_MCF7_24H:BRD-K69406317-001-01-8:10,BRD-K69406317,BRD-K69406317-001-01-8,0.0
CPC004_VCAP_6H:BRD-K51290057-001-01-0:10,SA-792709,BRD-K51290057-001-01-0,0.0
MUC.CP004_MCF7_6H:BRD-K36627727-001-01-3:3.3333,tamibarotene,BRD-K36627727-001-01-3,0.0
CPC009_A549_24H:BRD-K19724398-019-01-9:10,BRD-K19724398,BRD-K19724398-019-01-9,0.0
CPC004_VCAP_24H:BRD-M45964048-001-02-7:10,verteporfin,BRD-M45964048-001-02-7,0.0
CPC009_A549_6H:BRD-K95138506-019-01-8:10,BRD-K95138506,BRD-K95138506-019-01-8,0.0
CPC018_MCF7_6H:BRD-K67439147-001-01-7:10,SIB-1893,BRD-K67439147-001-01-7,0.0
CPC004_VCAP_24H:BRD-K66353228-001-08-8:10,zoxazolamine,BRD-K66353228-001-08-8,0.0
CPC013_PC3_24H:BRD-K51967704-001-01-0:10,BIIB021,BRD-K51967704-001-01-0,0.0
LJP001_HS578T_6H:BRD-K87909389-001-04-6:2,alvocidib,BRD-K87909389-001-04-6,0.0
CPC014_VCAP_24H:BRD-K70557564-305-01-0:10,zosuquidar,BRD-K70557564-305-01-0,0.0
CPC018_HT29_6H:BRD-K15616905-001-01-5:10,CCCP,BRD-K15616905-001-01-5,0.0
CPC006_MCF7_24H:BRD-K33272502-001-01-2:40,DG-041,BRD-K33272502-001-01-2,0.0
CPC003_PC3_24H:BRD-K72783841-001-01-0:10,tyrphostin-AG-555,BRD-K72783841-001-01-0,0.0
CPC012_MCF7_6H:BRD-K27170250-001-01-0:10,BRD-K27170250,BRD-K27170250-001-01-0,0.0
CPC020_VCAP_24H:BRD-K60996261-001-01-3:10,BRD-K60996261,BRD-K60996261-001-01-3,0.0
CPC007_PC3_24H:BRD-K32644160-001-16-4:10,BRD-K32644160,BRD-K32644160-001-16-4,0.0
CVD001_PHH_24H:BRD-K59469039-001-04-9:10,AG-879,BRD-K59469039-001-04-9,0.0
CPC019_MCF7_24H:BRD-A47832959-001-06-6:10,BRD-A47832959,BRD-A47832959-001-06-6,0.0
CPC009_HA1E_6H:BRD-A19500257:10,geldanamycin,BRD-A19500257,0.0
CPC016_A375_6H:BRD-K30867024-003-01-7:10,SB-216641,BRD-K30867024-003-01-7,0.0
CPC018_HT29_6H:BRD-K13544237-001-01-0:10,r(-)-propylnorapomorphine,BRD-K13544237-001-01-0,0.0
CPC006_PC3_6H:BRD-K56411643-001-02-6:10,BRD-K56411643,BRD-K56411643-001-02-6,0.0
CPC004_HA1E_24H:BRD-A42628519-001-07-4:10,iopanoic-acid,BRD-A42628519-001-07-4,0.0
CPC012_MCF7_6H:BRD-K99532291-001-03-1:10,SPB02303,BRD-K99532291-001-03-1,0.0
CPC015_MCF7_24H:BRD-K28168037-001-01-3:10,fenretinide,BRD-K28168037-001-01-3,0.0
CPC010_PC3_6H:BRD-K29160485-001-02-4:10,BRD-K29160485,BRD-K29160485-001-02-4,0.0
CPC014_VCAP_24H:BRD-K20986251-001-07-2:10,lithocholic-acid,BRD-K20986251-001-07-2,0.0
CPC014_A549_6H:BRD-A50454580-001-01-1:10,PD-0325901,BRD-A50454580-001-01-1,0.0
CPC008_MCF7_24H:BRD-U88878891-000-01-9:10,BRD-U88878891,BRD-U88878891-000-01-9,0.0
CPC002_PC3_24H:BRD-K88677950-001-01-3:10,PD-198306,BRD-K88677950-001-01-3,0.0
CPC008_PC3_6H:BRD-K68833544-001-01-9:10,BRD-K68833544,BRD-K68833544-001-01-9,0.0
CPC014_PC3_6H:BRD-K25311561-001-03-2:10,KU-55933,BRD-K25311561-001-03-2,0.0
CPC005_A549_6H:BRD-A34299591-001-03-4:10,budesonide,BRD-A34299591-001-03-4,0.0
CPC004_HA1E_24H:BRD-K42500029-001-01-9:10,CGP-57380,BRD-K42500029-001-01-9,0.0
MUC.CP003_MCF7_24H:BRD-A20697603-001-06-4:10,thiostrepton,BRD-A20697603-001-06-4,0.0
CPC002_PC3_6H:BRD-K39111395-001-01-6:10,BCL2-inhibitor,BRD-K39111395-001-01-6,0.0
CPC014_VCAP_24H:BRD-K84937637-001-03-2:10,sirolimus,BRD-K84937637-001-03-2,0.0
CPC011_VCAP_24H:BRD-A11990600-001-02-6:10,lorazepam,BRD-A11990600-001-02-6,0.0
CPC007_MCF7_24H:BRD-K72883421-001-05-7:10,BRD-K72883421,BRD-K72883421-001-05-7,0.0
CPC006_A375_24H:BRD-K83213911-001-02-8:80,PF-750,BRD-K83213911-001-02-8,0.0
CPC006_MCF7_24H:BRD-K67075780-001-03-7:160,TGX-115,BRD-K67075780-001-03-7,0.0
CPC006_HT29_24H:BRD-K37865504-001-02-5:10,LY-2183240,BRD-K37865504-001-02-5,0.0
CPC006_HT29_24H:BRD-A62182663-001-01-4:10,YK-4279,BRD-A62182663-001-01-4,0.0
CPC001_PC3_24H:BRD-A17065207-001-06-9:10,brefeldin-a,BRD-A17065207-001-06-9,0.0
LJP001_BT20_6H:BRD-K51313569-001-03-7:0.4,palbociclib,BRD-K51313569-001-03-7,0.0
CPC014_PC3_24H:BRD-U87780043-000-01-5:10,XMD-132,BRD-U87780043-000-01-5,0.0
CPC010_MCF7_24H:BRD-K00028814-001-05-1:10,BRD-K00028814,BRD-K00028814-001-05-1,0.0
CPC006_A375_6H:BRD-K56343971-001-02-3:10,vemurafenib,BRD-K56343971-001-02-3,0.0
CPC010_PC3_6H:BRD-K85853281-001-03-9:10,BRD-K85853281,BRD-K85853281-001-03-9,0.0
CPC002_VCAP_24H:BRD-K25433859-003-14-8:10,maprotiline,BRD-K25433859-003-14-8,0.0
CPC009_PC3_6H:BRD-K82732294-001-05-8:10,BRD-K82732294,BRD-K82732294-001-05-8,0.0
CPC014_A375_6H:BRD-A18497530-001-05-3:10,5-iodotubercidin,BRD-A18497530-001-05-3,0.0
CPC013_VCAP_24H:BRD-K16798053-001-01-0:10,ST-4029573,BRD-K16798053-001-01-0,0.0
CPC015_NPC_24H:BRD-A22032524-074-04-0:10,amlodipine,BRD-A22032524-074-04-0,0.0
CPC004_VCAP_6H:BRD-K59058766-003-15-1:10,chlorprothixene,BRD-K59058766-003-15-1,0.0
CPC008_VCAP_6H:BRD-K03601405-001-01-6:10,BRD-K03601405,BRD-K03601405-001-01-6,0.0
CPC012_VCAP_6H:BRD-K19624190-001-01-9:10,BRD-K19624190,BRD-K19624190-001-01-9,0.0
CPC008_VCAP_24H:BRD-K52163391-001-05-4:10,BRD-K52163391,BRD-K52163391-001-05-4,0.0
CPC005_MCF7_24H:BRD-K32828673-002-03-9:10,chelidonine,BRD-K32828673-002-03-9,0.0
CPC005_PC3_24H:BRD-K89152108-236-04-3:10,liothyronine,BRD-K89152108-236-04-3,0.0
CPC012_PC3_6H:BRD-K74761218-001-03-5:10,WT-171,BRD-K74761218-001-03-5,0.0
CPC020_HA1E_6H:BRD-K50234570-001-09-0:10,EMF-bca1-16,BRD-K50234570-001-09-0,0.0
CPC020_PC3_6H:BRD-K93568044-001-24-7:10,hydrocortisone,BRD-K93568044-001-24-7,0.0
CPC006_MCF7_24H:BRD-K53903639-001-01-3:80,CHEMBL-1222381,BRD-K53903639-001-01-3,0.0
CPC019_HT29_6H:BRD-K43226598-001-01-1:10,BRD-K43226598,BRD-K43226598-001-01-1,0.0
CPC006_H1299_6H:BRD-A24054354-001-05-7:10,BRD-A24054354,BRD-A24054354-001-05-7,0.0
CPC005_A375_6H:BRD-K40624912-003-02-3:10,ZM-39923,BRD-K40624912-003-02-3,0.0
CPC008_MCF7_6H:BRD-K44366801-001-04-1:10,BRD-K44366801,BRD-K44366801-001-04-1,0.0
LJP001_SKBR3_6H:BRD-K92571446-001-01-4:10,WZ-3105,BRD-K92571446-001-01-4,0.0
CPC006_HA1E_24H:BRD-K74148702-001-03-8:48,curcumin,BRD-K74148702-001-03-8,0.0
CPC004_VCAP_24H:BRD-K67100011-003-03-0:10,pivmecillinam,BRD-K67100011-003-03-0,0.0
CPC006_HCC515_24H:BRD-K52075040-001-03-0:44.4,cerulenin,BRD-K52075040-001-03-0,0.0
LJP001_BT20_6H:BRD-K93747373-001-01-6:10,HG-5-113-01,BRD-K93747373-001-01-6,0.0
NMH002_NEU_6H:BRD-K91509126-001-19-4:10,piceatannol,BRD-K91509126-001-19-4,0.0
CPC014_MCF7_24H:BRD-K70557564-305-01-0:10,zosuquidar,BRD-K70557564-305-01-0,0.0
CPC002_HCC515_24H:BRD-K39188321-001-03-9:10,betamethasone,BRD-K39188321-001-03-9,0.0
CPC005_VCAP_6H:BRD-K54665485-001-04-6:10,R-59022,BRD-K54665485-001-04-6,0.0
CPC009_PC3_24H:BRD-K88784410-001-01-1:10,BRD-K88784410,BRD-K88784410-001-01-1,0.0
CPC010_HT29_6H:BRD-K48576794-001-08-1:10,BRD-K48576794,BRD-K48576794-001-08-1,0.0
CPC001_PC3_24H:BRD-K82823804-001-01-7:10,SA-792987,BRD-K82823804-001-01-7,0.0
CPC011_VCAP_6H:BRD-K84955386-001-03-7:10,hyperoside,BRD-K84955386-001-03-7,0.0
CPC006_HA1E_24H:BRD-K23363278-001-01-3:1,CYT-997,BRD-K23363278-001-01-3,0.0
CPC012_ASC_24H:BRD-K07403598-001-01-0:10,CAY-10470,BRD-K07403598-001-01-0,0.0
CPC014_PC3_24H:BRD-K97764662-001-09-0:10,PD-173074,BRD-K97764662-001-09-0,0.0
CPC006_A549_24H:BRD-K16406336-311-01-2:10,methylene-blue,BRD-K16406336-311-01-2,0.0
CPC004_MCF7_6H:BRD-K17075857-001-06-9:10,chloroxine,BRD-K17075857-001-06-9,0.0
CPC010_PC3_6H:BRD-K55966666-001-05-5:10,BRD-K55966666,BRD-K55966666-001-05-5,0.0
CPC005_VCAP_24H:BRD-K63430059-001-09-9:10,methoxsalen,BRD-K63430059-001-09-9,0.0
CPC012_VCAP_6H:BRD-K45842176-001-01-3:10,BRD-K45842176,BRD-K45842176-001-01-3,0.0
CPC018_MCF7_6H:BRD-K17497770-001-01-0:10,butein,BRD-K17497770-001-01-0,0.0
CPC006_HA1E_6H:BRD-A84045418-001-01-5:10,calpeptin,BRD-A84045418-001-01-5,0.0
CPC009_PC3_6H:BRD-K36354764-001-04-2:10,BRD-K36354764,BRD-K36354764-001-04-2,0.0
CPC013_PC3_6H:BRD-K30545681-001-01-7:10,ST-4070169,BRD-K30545681-001-01-7,0.0
CPC020_VCAP_6H:BRD-K43887077-003-20-6:10,dopamine,BRD-K43887077-003-20-6,0.0
CPC007_HT29_6H:BRD-K93875449-001-05-6:10,BRD-K93875449,BRD-K93875449-001-05-6,0.0
CPC014_A549_24H:BRD-K38324426-001-05-0:10,EMF-sumo1-8,BRD-K38324426-001-05-0,0.0
CPC004_HT29_6H:BRD-A10303790-003-03-7:10,talampicillin,BRD-A10303790-003-03-7,0.0
CPC006_HT29_24H:BRD-K78513633-001-07-4:177.6,lonidamine,BRD-K78513633-001-07-4,0.0
CPC014_A549_6H:BRD-K46062088-001-01-4:10,ST-4062971,BRD-K46062088-001-01-4,0.0
CPC019_VCAP_6H:BRD-K26822808-001-01-4:10,BRD-K26822808,BRD-K26822808-001-01-4,0.0
CPC006_HA1E_24H:BRD-K19894101-001-01-6:11.1,MST-312,BRD-K19894101-001-01-6,0.0
CPC019_HT29_6H:BRD-K85818861-001-01-4:10,BRD-K85818861,BRD-K85818861-001-01-4,0.0
CPC015_MCF7_24H:BRD-K47869605-001-18-9:10,podophyllotoxin,BRD-K47869605-001-18-9,0.0
CPC014_HA1E_6H:BRD-K53972329-001-02-1:10,ruxolitinib,BRD-K53972329-001-02-1,0.0
CPC007_HCC515_6H:BRD-K32862555-001-04-1:10,BRD-K32862555,BRD-K32862555-001-04-1,0.0
CPC020_PC3_24H:BRD-K77877933-001-01-4:10,I-606061,BRD-K77877933-001-01-4,0.0
CPC014_MCF7_6H:BRD-M64432851-001-01-9:10,sunitinib,BRD-M64432851-001-01-9,0.0
CPC004_VCAP_24H:BRD-A69917777-065-01-4:10,aminopentamide,BRD-A69917777-065-01-4,0.0
CPC019_VCAP_6H:BRD-K71915010-001-01-4:10,BRD-K71915010,BRD-K71915010-001-01-4,0.0
MUC.CP004_MCF7_24H:BRD-K36627727-001-01-3:3.3333,tamibarotene,BRD-K36627727-001-01-3,0.0
CPC006_A375_24H:BRD-K61033289-001-01-2:10,15-delta-prostaglandin-j2,BRD-K61033289-001-01-2,0.0
CPC007_HT29_24H:BRD-K18595892-001-09-6:10,BRD-K18595892,BRD-K18595892-001-09-6,0.0
CPC008_HT29_6H:BRD-K48654774-001-01-5:10,BRD-K48654774,BRD-K48654774-001-01-5,0.0
CPC007_PC3_24H:BRD-K19499941-001-09-1:10,BRD-K19499941,BRD-K19499941-001-09-1,0.0
CPC003_PC3_24H:BRD-K37883585-001-01-2:10,BRD-K37883585,BRD-K37883585-001-01-2,0.0
CPC006_PC3_24H:BRD-K04887706-001-01-6:9.1,AKT-inhibitor-1-2,BRD-K04887706-001-01-6,0.0
LJP001_HS578T_24H:BRD-K50140147-001-05-1:10,NVP-TAE684,BRD-K50140147-001-05-1,0.0
CPC020_A375_6H:BRD-K32821942-001-16-3:10,azathioprine,BRD-K32821942-001-16-3,0.0
CPC015_A549_24H:BRD-K12539581-001-14-6:10,nocodazole,BRD-K12539581-001-14-6,0.0
CPC004_HCC515_6H:BRD-A27887842-001-03-2:10,prednisolone,BRD-A27887842-001-03-2,0.0
CPC009_A549_24H:BRD-K40373196-001-04-4:10,KU-C104337,BRD-K40373196-001-04-4,0.0
CPC019_PC3_6H:BRD-K23931216-001-01-2:10,BRD-K23931216,BRD-K23931216-001-01-2,0.0
CPC004_VCAP_6H:BRD-A94756469-001-03-9:10,digoxin,BRD-A94756469-001-03-9,0.0
CPC012_PC3_6H:BRD-K19624190-001-01-9:10,BRD-K19624190,BRD-K19624190-001-01-9,0.0
CPC004_HT29_6H:BRD-A65671304-001-03-4:10,candesartan,BRD-A65671304-001-03-4,0.0
HOG003_MCF7_24H:BRD-K09499853-305-01-1:10,KU-0060648,BRD-K09499853-305-01-1,0.0
CPC015_A549_24H:BRD-K22503835-001-06-0:10,scriptaid,BRD-K22503835-001-06-0,0.0
CPC011_PC3_24H:BRD-K05350981-001-01-0:10,oligomycin-c,BRD-K05350981-001-01-0,0.0
CPC014_HA1E_6H:BRD-U44618005-000-01-5:10,WH-4023,BRD-U44618005-000-01-5,0.0
CPC005_HCC515_6H:BRD-K13571841-001-04-5:10,pepstatin,BRD-K13571841-001-04-5,0.0
CPC012_MCF7_24H:BRD-K75458636-001-01-5:10,BRD-K75458636,BRD-K75458636-001-01-5,0.0
CPC016_HT29_6H:BRD-K78122587-300-01-9:10,NNC-55-0396,BRD-K78122587-300-01-9,0.0
